Unnamed: 0,cell_type,sampleID,status
st177,1,VALIGA_mhnhhiaij6,<30
st178,7,VALIGA_mhnhhiaij6,<30
st179,7,VALIGA_mhnhhiaij6,<30
st180,3,VALIGA_mhnhhiaij6,<30
st181,12,VALIGA_mhnhhiaij6,<30
st182,1,VALIGA_mhnhhiaij6,<30
st183,7,VALIGA_mhnhhiaij6,<30
st184,9,VALIGA_mhnhhiaij6,<30
st185,12,VALIGA_mhnhhiaij6,<30
st186,7,VALIGA_mhnhhiaij6,<30
st187,3,VALIGA_mhnhhiaij6,<30
st188,1,VALIGA_mhnhhiaij6,<30
st189,14,VALIGA_mhnhhiaij6,<30
st190,5,VALIGA_mhnhhiaij6,<30
st191,5,VALIGA_mhnhhiaij6,<30
st192,7,VALIGA_mhnhhiaij6,<30
st193,7,VALIGA_mhnhhiaij6,<30
st194,1,VALIGA_mhnhhiaij6,<30
st195,12,VALIGA_mhnhhiaij6,<30
st196,1,VALIGA_mhnhhiaij6,<30
st197,0,VALIGA_mhnhhiaij6,<30
st198,3,VALIGA_mhnhhiaij6,<30
st199,3,VALIGA_mhnhhiaij6,<30
st200,3,VALIGA_mhnhhiaij6,<30
st201,12,VALIGA_mhnhhiaij6,<30
st202,10,VALIGA_mhnhhiaij6,<30
st203,1,VALIGA_mhnhhiaij6,<30
st204,2,VALIGA_mhnhhiaij6,<30
st205,9,VALIGA_mhnhhiaij6,<30
st206,4,VALIGA_mhnhhiaij6,<30
st207,1,VALIGA_mhnhhiaij6,<30
st208,9,VALIGA_mhnhhiaij6,<30
st209,0,VALIGA_mhnhhiaij6,<30
st210,5,VALIGA_mhnhhiaij6,<30
st211,4,VALIGA_mhnhhiaij6,<30
st212,9,VALIGA_mhnhhiaij6,<30
st213,2,VALIGA_mhnhhiaij6,<30
st214,3,VALIGA_mhnhhiaij6,<30
st215,7,VALIGA_mhnhhiaij6,<30
st216,8,VALIGA_mhnhhiaij6,<30
st217,12,VALIGA_mhnhhiaij6,<30
st218,6,VALIGA_mhnhhiaij6,<30
st219,9,VALIGA_mhnhhiaij6,<30
st220,9,VALIGA_mhnhhiaij6,<30
st221,4,VALIGA_mhnhhiaij6,<30
st222,7,VALIGA_mhnhhiaij6,<30
st223,5,VALIGA_mhnhhiaij6,<30
st224,4,VALIGA_mhnhhiaij6,<30
st225,4,VALIGA_mhnhhiaij6,<30
st226,2,VALIGA_mhnhhiaij6,<30
st227,6,VALIGA_mhnhhiaij6,<30
st228,10,VALIGA_mhnhhiaij6,<30
st229,9,VALIGA_mhnhhiaij6,<30
st230,5,VALIGA_mhnhhiaij6,<30
st231,5,VALIGA_mhnhhiaij6,<30
st232,14,VALIGA_mhnhhiaij6,<30
st233,1,VALIGA_mhnhhiaij6,<30
st234,9,VALIGA_mhnhhiaij6,<30
st235,6,VALIGA_mhnhhiaij6,<30
st236,1,VALIGA_mhnhhiaij6,<30
st237,3,VALIGA_mhnhhiaij6,<30
st238,3,VALIGA_mhnhhiaij6,<30
st239,1,VALIGA_mhnhhiaij6,<30
st240,5,VALIGA_mhnhhiaij6,<30
st241,2,VALIGA_mhnhhiaij6,<30
st242,0,VALIGA_mhnhhiaij6,<30
st243,10,VALIGA_mhnhhiaij6,<30
st244,1,VALIGA_mhnhhiaij6,<30
st245,1,VALIGA_mhnhhiaij6,<30
st246,5,VALIGA_mhnhhiaij6,<30
st247,4,VALIGA_mhnhhiaij6,<30
st248,8,VALIGA_mhnhhiaij6,<30
st249,1,VALIGA_mhnhhiaij6,<30
st250,7,VALIGA_mhnhhiaij6,<30
st251,1,VALIGA_mhnhhiaij6,<30
st252,9,VALIGA_mhnhhiaij6,<30
st253,6,VALIGA_mhnhhiaij6,<30
st254,4,VALIGA_mhnhhiaij6,<30
st255,4,VALIGA_mhnhhiaij6,<30
st256,2,VALIGA_mhnhhiaij6,<30
st257,1,VALIGA_mhnhhiaij6,<30
st258,12,VALIGA_mhnhhiaij6,<30
st259,2,VALIGA_mhnhhiaij6,<30
st260,3,VALIGA_mhnhhiaij6,<30
st261,2,VALIGA_mhnhhiaij6,<30
st262,1,VALIGA_mhnhhiaij6,<30
st263,8,VALIGA_mhnhhiaij6,<30
st264,0,VALIGA_mhnhhiaij6,<30
st265,10,VALIGA_mhnhhiaij6,<30
st266,6,VALIGA_mhnhhiaij6,<30
st267,6,VALIGA_mhnhhiaij6,<30
st268,7,VALIGA_mhnhhiaij6,<30
st269,0,VALIGA_mhnhhiaij6,<30
st270,8,VALIGA_mhnhhiaij6,<30
st271,2,VALIGA_mhnhhiaij6,<30
st272,5,VALIGA_mhnhhiaij6,<30
st273,4,VALIGA_mhnhhiaij6,<30
st274,6,VALIGA_mhnhhiaij6,<30
st275,13,VALIGA_mhnhhiaij6,<30
st276,6,VALIGA_mhnhhiaij6,<30
st277,2,VALIGA_mhnhhiaij6,<30
st278,7,VALIGA_mhnhhiaij6,<30
st279,0,VALIGA_mhnhhiaij6,<30
st280,1,VALIGA_mhnhhiaij6,<30
st281,2,VALIGA_mhnhhiaij6,<30
st282,1,VALIGA_mhnhhiaij6,<30
st283,2,VALIGA_mhnhhiaij6,<30
st284,5,VALIGA_mhnhhiaij6,<30
st285,7,VALIGA_mhnhhiaij6,<30
st286,5,VALIGA_mhnhhiaij6,<30
st287,7,VALIGA_mhnhhiaij6,<30
st288,4,VALIGA_mhnhhiaij6,<30
st289,9,VALIGA_mhnhhiaij6,<30
st290,0,VALIGA_mhnhhiaij6,<30
st291,0,VALIGA_mhnhhiaij6,<30
st292,1,VALIGA_mhnhhiaij6,<30
st293,1,VALIGA_mhnhhiaij6,<30
st294,1,VALIGA_mhnhhiaij6,<30
st295,10,VALIGA_mhnhhiaij6,<30
st296,14,VALIGA_mhnhhiaij6,<30
st297,5,VALIGA_mhnhhiaij6,<30
st298,9,VALIGA_mhnhhiaij6,<30
st299,12,VALIGA_mhnhhiaij6,<30
st300,0,VALIGA_mhnhhiaij6,<30
st301,2,VALIGA_mhnhhiaij6,<30
st302,7,VALIGA_mhnhhiaij6,<30
st303,7,VALIGA_mhnhhiaij6,<30
st304,4,VALIGA_mhnhhiaij6,<30
st305,8,VALIGA_mhnhhiaij6,<30
st306,5,VALIGA_mhnhhiaij6,<30
st307,4,VALIGA_mhnhhiaij6,<30
st308,10,VALIGA_mhnhhiaij6,<30
st309,10,VALIGA_mhnhhiaij6,<30
st310,7,VALIGA_mhnhhiaij6,<30
st311,1,VALIGA_mhnhhiaij6,<30
st312,5,VALIGA_mhnhhiaij6,<30
st313,5,VALIGA_mhnhhiaij6,<30
st314,1,VALIGA_mhnhhiaij6,<30
st315,3,VALIGA_mhnhhiaij6,<30
st316,5,VALIGA_mhnhhiaij6,<30
st317,6,VALIGA_mhnhhiaij6,<30
st318,3,VALIGA_mhnhhiaij6,<30
st319,5,VALIGA_mhnhhiaij6,<30
st320,1,VALIGA_mhnhhiaij6,<30
st321,1,VALIGA_mhnhhiaij6,<30
st322,4,VALIGA_mhnhhiaij6,<30
st323,7,VALIGA_mhnhhiaij6,<30
st324,3,VALIGA_mhnhhiaij6,<30
st325,0,VALIGA_mhnhhiaij6,<30
st326,1,VALIGA_mhnhhiaij6,<30
st327,4,VALIGA_mhnhhiaij6,<30
st328,11,VALIGA_mhnhhiaij6,<30
st329,7,VALIGA_mhnhhiaij6,<30
st330,11,VALIGA_mhnhhiaij6,<30
st331,6,VALIGA_mhnhhiaij6,<30
st332,3,VALIGA_mhnhhiaij6,<30
st333,6,VALIGA_mhnhhiaij6,<30
st334,0,VALIGA_mhnhhiaij6,<30
st335,3,VALIGA_mhnhhiaij6,<30
st336,0,VALIGA_mhnhhiaij6,<30
st337,8,VALIGA_mhnhhiaij6,<30
st338,4,VALIGA_mhnhhiaij6,<30
st339,9,VALIGA_mhnhhiaij6,<30
st340,0,VALIGA_mhnhhiaij6,<30
st341,9,VALIGA_mhnhhiaij6,<30
st342,6,VALIGA_mhnhhiaij6,<30
st343,0,VALIGA_mhnhhiaij6,<30
st344,13,VALIGA_mhnhhiaij6,<30
st345,3,VALIGA_mhnhhiaij6,<30
st346,4,VALIGA_mhnhhiaij6,<30
st347,11,VALIGA_mhnhhiaij6,<30
st348,6,VALIGA_mhnhhiaij6,<30
st349,12,VALIGA_mhnhhiaij6,<30
st350,5,VALIGA_mhnhhiaij6,<30
st351,12,VALIGA_mhnhhiaij6,<30
st352,4,VALIGA_mhnhhiaij6,<30
st353,11,VALIGA_mhnhhiaij6,<30
st354,2,VALIGA_mhnhhiaij6,<30
st355,11,VALIGA_mhnhhiaij6,<30
st356,7,VALIGA_mhnhhiaij6,<30
st357,4,VALIGA_mhnhhiaij6,<30
st358,7,VALIGA_mhnhhiaij6,<30
st359,4,VALIGA_mhnhhiaij6,<30
st360,3,VALIGA_mhnhhiaij6,<30
st361,8,VALIGA_mhnhhiaij6,<30
st362,8,VALIGA_mhnhhiaij6,<30
st363,3,VALIGA_mhnhhiaij6,<30
st364,8,VALIGA_mhnhhiaij6,<30
st365,13,VALIGA_mhnhhiaij6,<30
st366,4,VALIGA_mhnhhiaij6,<30
st367,1,VALIGA_mhnhhiaij6,<30
st368,4,VALIGA_mhnhhiaij6,<30
st369,1,VALIGA_mhnhhiaij6,<30
st370,1,VALIGA_mhnhhiaij6,<30
st371,7,VALIGA_mhnhhiaij6,<30
st372,4,VALIGA_mhnhhiaij6,<30
st373,5,VALIGA_mhnhhiaij6,<30
st374,3,VALIGA_mhnhhiaij6,<30
st375,4,VALIGA_mhnhhiaij6,<30
st376,2,VALIGA_mhnhhiaij6,<30
st377,9,VALIGA_mhnhhiaij6,<30
st378,9,VALIGA_mhnhhiaij6,<30
st379,10,VALIGA_mhnhhiaij6,<30
st380,11,VALIGA_mhnhhiaij6,<30
st381,5,VALIGA_mhnhhiaij6,<30
st382,11,VALIGA_mhnhhiaij6,<30
st383,2,VALIGA_mhnhhiaij6,<30
st384,5,VALIGA_mhnhhiaij6,<30
st385,9,VALIGA_mhnhhiaij6,<30
st386,12,VALIGA_mhnhhiaij6,<30
st387,5,VALIGA_mhnhhiaij6,<30
st388,0,VALIGA_mhnhhiaij6,<30
st389,4,VALIGA_mhnhhiaij6,<30
st390,2,VALIGA_mhnhhiaij6,<30
st391,9,VALIGA_mhnhhiaij6,<30
st392,7,VALIGA_mhnhhiaij6,<30
st393,8,VALIGA_mhnhhiaij6,<30
st394,6,VALIGA_mhnhhiaij6,<30
st395,4,VALIGA_mhnhhiaij6,<30
st396,7,VALIGA_mhnhhiaij6,<30
st397,5,VALIGA_mhnhhiaij6,<30
st398,5,VALIGA_mhnhhiaij6,<30
st399,0,VALIGA_mhnhhiaij6,<30
st400,3,VALIGA_mhnhhiaij6,<30
st401,5,VALIGA_mhnhhiaij6,<30
st402,7,VALIGA_mhnhhiaij6,<30
st403,3,VALIGA_mhnhhiaij6,<30
st404,14,VALIGA_mhnhhiaij6,<30
st405,5,VALIGA_mhnhhiaij6,<30
st406,0,VALIGA_mhnhhiaij6,<30
st407,4,VALIGA_mhnhhiaij6,<30
st408,2,VALIGA_mhnhhiaij6,<30
st409,0,VALIGA_mhnhhiaij6,<30
st410,4,VALIGA_mhnhhiaij6,<30
st411,6,VALIGA_mhnhhiaij6,<30
st412,3,VALIGA_mhnhhiaij6,<30
st413,3,VALIGA_mhnhhiaij6,<30
st414,9,VALIGA_mhnhhiaij6,<30
st415,0,VALIGA_mhnhhiaij6,<30
st416,2,VALIGA_mhnhhiaij6,<30
st417,2,VALIGA_mhnhhiaij6,<30
st418,2,VALIGA_mhnhhiaij6,<30
st419,1,VALIGA_mhnhhiaij6,<30
st420,3,VALIGA_mhnhhiaij6,<30
st421,14,VALIGA_mhnhhiaij6,<30
st422,9,VALIGA_mhnhhiaij6,<30
st423,2,VALIGA_mhnhhiaij6,<30
st424,4,VALIGA_mhnhhiaij6,<30
st425,8,VALIGA_mhnhhiaij6,<30
st426,4,VALIGA_mhnhhiaij6,<30
st427,11,VALIGA_mhnhhiaij6,<30
st428,1,VALIGA_mhnhhiaij6,<30
st429,7,VALIGA_mhnhhiaij6,<30
st430,6,VALIGA_mhnhhiaij6,<30
st431,8,VALIGA_mhnhhiaij6,<30
st432,3,VALIGA_mhnhhiaij6,<30
st433,8,VALIGA_mhnhhiaij6,<30
st434,3,VALIGA_mhnhhiaij6,<30
st435,5,VALIGA_mhnhhiaij6,<30
st436,9,VALIGA_mhnhhiaij6,<30
st437,5,VALIGA_mhnhhiaij6,<30
st438,14,VALIGA_mhnhhiaij6,<30
st439,8,VALIGA_mhnhhiaij6,<30
st440,12,VALIGA_mhnhhiaij6,<30
st441,8,VALIGA_mhnhhiaij6,<30
st442,5,VALIGA_mhnhhiaij6,<30
st443,5,VALIGA_mhnhhiaij6,<30
st444,1,VALIGA_mhnhhiaij6,<30
st445,5,VALIGA_mhnhhiaij6,<30
st446,5,VALIGA_mhnhhiaij6,<30
st447,5,VALIGA_mhnhhiaij6,<30
st448,12,VALIGA_mhnhhiaij6,<30
st449,5,VALIGA_mhnhhiaij6,<30
st450,7,VALIGA_mhnhhiaij6,<30
st451,2,VALIGA_mhnhhiaij6,<30
st452,13,VALIGA_mhnhhiaij6,<30
st453,5,VALIGA_mhnhhiaij6,<30
st454,4,VALIGA_mhnhhiaij6,<30
st455,5,VALIGA_mhnhhiaij6,<30
st456,0,VALIGA_mhnhhiaij6,<30
st457,5,VALIGA_mhnhhiaij6,<30
st458,6,VALIGA_mhnhhiaij6,<30
st459,5,VALIGA_mhnhhiaij6,<30
st460,7,VALIGA_mhnhhiaij6,<30
st461,4,VALIGA_mhnhhiaij6,<30
st462,4,VALIGA_mhnhhiaij6,<30
st463,5,VALIGA_mhnhhiaij6,<30
st464,2,VALIGA_mhnhhiaij6,<30
st465,4,VALIGA_mhnhhiaij6,<30
st466,12,VALIGA_mhnhhiaij6,<30
st467,1,VALIGA_mhnhhiaij6,<30
st468,11,VALIGA_mhnhhiaij6,<30
st469,5,VALIGA_mhnhhiaij6,<30
st470,5,VALIGA_mhnhhiaij6,<30
st471,3,VALIGA_mhnhhiaij6,<30
st472,2,VALIGA_mhnhhiaij6,<30
st473,0,VALIGA_mhnhhiaij6,<30
st474,11,VALIGA_mhnhhiaij6,<30
st475,14,VALIGA_mhnhhiaij6,<30
st476,6,VALIGA_mhnhhiaij6,<30
st477,2,VALIGA_mhnhhiaij6,<30
st478,5,VALIGA_mhnhhiaij6,<30
st479,2,VALIGA_mhnhhiaij6,<30
st480,4,VALIGA_mhnhhiaij6,<30
st481,8,VALIGA_mhnhhiaij6,<30
st482,3,VALIGA_mhnhhiaij6,<30
st483,4,VALIGA_mhnhhiaij6,<30
st484,2,VALIGA_mhnhhiaij6,<30
st485,5,VALIGA_mhnhhiaij6,<30
st486,6,VALIGA_mhnhhiaij6,<30
st487,12,VALIGA_mhnhhiaij6,<30
st488,5,VALIGA_mhnhhiaij6,<30
st489,5,VALIGA_mhnhhiaij6,<30
st490,2,VALIGA_mhnhhiaij6,<30
st491,12,VALIGA_mhnhhiaij6,<30
st492,0,VALIGA_mhnhhiaij6,<30
st493,2,VALIGA_mhnhhiaij6,<30
st494,9,VALIGA_mhnhhiaij6,<30
st495,4,VALIGA_mhnhhiaij6,<30
st496,5,VALIGA_mhnhhiaij6,<30
st497,5,VALIGA_mhnhhiaij6,<30
st498,12,VALIGA_mhnhhiaij6,<30
st499,8,VALIGA_mhnhhiaij6,<30
st500,2,VALIGA_mhnhhiaij6,<30
st501,2,VALIGA_mhnhhiaij6,<30
st502,10,VALIGA_mhnhhiaij6,<30
st503,11,VALIGA_mhnhhiaij6,<30
st504,5,VALIGA_mhnhhiaij6,<30
st505,4,VALIGA_mhnhhiaij6,<30
st506,2,VALIGA_mhnhhiaij6,<30
st507,3,VALIGA_mhnhhiaij6,<30
st508,14,VALIGA_mhnhhiaij6,<30
st509,12,VALIGA_mhnhhiaij6,<30
st510,3,VALIGA_mhnhhiaij6,<30
st511,3,VALIGA_mhnhhiaij6,<30
st512,2,VALIGA_mhnhhiaij6,<30
st513,3,VALIGA_mhnhhiaij6,<30
st514,2,VALIGA_mhnhhiaij6,<30
st515,12,VALIGA_mhnhhiaij6,<30
st516,9,VALIGA_mhnhhiaij6,<30
st517,4,VALIGA_mhnhhiaij6,<30
st518,3,VALIGA_mhnhhiaij6,<30
st519,4,VALIGA_mhnhhiaij6,<30
st520,9,VALIGA_mhnhhiaij6,<30
st521,2,VALIGA_mhnhhiaij6,<30
st522,5,VALIGA_mhnhhiaij6,<30
st523,1,VALIGA_mhnhhiaij6,<30
st524,12,VALIGA_mhnhhiaij6,<30
st525,7,VALIGA_mhnhhiaij6,<30
st526,7,VALIGA_mhnhhiaij6,<30
st527,5,VALIGA_mhnhhiaij6,<30
st528,1,VALIGA_mhnhhiaij6,<30
st529,5,VALIGA_mhnhhiaij6,<30
st530,3,VALIGA_mhnhhiaij6,<30
st531,0,VALIGA_mhnhhiaij6,<30
st532,2,VALIGA_mhnhhiaij6,<30
st533,7,VALIGA_mhnhhiaij6,<30
st534,0,VALIGA_mhnhhiaij6,<30
st535,8,VALIGA_mhnhhiaij6,<30
st536,5,VALIGA_mhnhhiaij6,<30
st537,5,VALIGA_mhnhhiaij6,<30
st538,6,VALIGA_mhnhhiaij6,<30
st539,1,VALIGA_mhnhhiaij6,<30
st540,3,VALIGA_mhnhhiaij6,<30
st541,9,VALIGA_mhnhhiaij6,<30
st542,5,VALIGA_mhnhhiaij6,<30
st543,3,VALIGA_mhnhhiaij6,<30
st544,14,VALIGA_mhnhhiaij6,<30
st545,4,VALIGA_mhnhhiaij6,<30
st546,1,VALIGA_mhnhhiaij6,<30
st547,3,VALIGA_mhnhhiaij6,<30
st548,12,VALIGA_mhnhhiaij6,<30
st549,6,VALIGA_mhnhhiaij6,<30
st550,0,VALIGA_mhnhhiaij6,<30
st551,4,VALIGA_mhnhhiaij6,<30
st552,1,VALIGA_mhnhhiaij6,<30
st553,3,VALIGA_mhnhhiaij6,<30
st554,1,VALIGA_mhnhhiaij6,<30
st555,9,VALIGA_mhnhhiaij6,<30
st556,8,VALIGA_mhnhhiaij6,<30
st557,0,VALIGA_mhnhhiaij6,<30
st558,9,VALIGA_mhnhhiaij6,<30
st559,4,VALIGA_mhnhhiaij6,<30
st560,12,VALIGA_mhnhhiaij6,<30
st561,3,VALIGA_mhnhhiaij6,<30
st562,1,VALIGA_mhnhhiaij6,<30
st563,5,VALIGA_mhnhhiaij6,<30
st564,9,VALIGA_mhnhhiaij6,<30
st565,9,VALIGA_mhnhhiaij6,<30
st566,2,VALIGA_mhnhhiaij6,<30
st567,0,VALIGA_mhnhhiaij6,<30
st568,1,VALIGA_mhnhhiaij6,<30
st569,7,VALIGA_mhnhhiaij6,<30
st570,4,VALIGA_mhnhhiaij6,<30
st571,5,VALIGA_mhnhhiaij6,<30
st572,4,VALIGA_mhnhhiaij6,<30
st573,5,VALIGA_mhnhhiaij6,<30
st574,9,VALIGA_mhnhhiaij6,<30
st575,12,VALIGA_mhnhhiaij6,<30
st576,7,VALIGA_mhnhhiaij6,<30
st577,0,VALIGA_mhnhhiaij6,<30
st578,0,VALIGA_mhnhhiaij6,<30
st579,4,VALIGA_mhnhhiaij6,<30
st580,12,VALIGA_mhnhhiaij6,<30
