Unnamed: 0,cell_type,sampleID,status
st1,2,VALIGA_mhnhhiaij6,<30
st2,7,VALIGA_mhnhhiaij6,<30
st3,11,VALIGA_mhnhhiaij6,<30
st4,5,VALIGA_mhnhhiaij6,<30
st5,11,VALIGA_mhnhhiaij6,<30
st6,2,VALIGA_mhnhhiaij6,<30
st7,10,VALIGA_mhnhhiaij6,<30
st8,10,VALIGA_mhnhhiaij6,<30
st9,2,VALIGA_mhnhhiaij6,<30
st10,10,VALIGA_mhnhhiaij6,<30
st11,3,VALIGA_mhnhhiaij6,<30
st12,7,VALIGA_mhnhhiaij6,<30
st13,7,VALIGA_mhnhhiaij6,<30
st14,7,VALIGA_mhnhhiaij6,<30
st15,8,VALIGA_qtsqcpp0kw,>60
st16,4,VALIGA_qtsqcpp0kw,>60
st17,3,VALIGA_qtsqcpp0kw,>60
st18,5,VALIGA_qtsqcpp0kw,>60
st19,5,VALIGA_qtsqcpp0kw,>60
st20,12,VALIGA_qtsqcpp0kw,>60
st21,4,VALIGA_qtsqcpp0kw,>60
st22,0,VALIGA_qtsqcpp0kw,>60
st23,4,VALIGA_qtsqcpp0kw,>60
st24,6,VALIGA_qtsqcpp0kw,>60
st25,12,VALIGA_qtsqcpp0kw,>60
st26,5,VALIGA_qtsqcpp0kw,>60
st27,11,VALIGA_qtsqcpp0kw,>60
st28,1,VALIGA_qtsqcpp0kw,>60
st29,6,VALIGA_qtsqcpp0kw,>60
st30,13,VALIGA_qtsqcpp0kw,>60
st31,7,VALIGA_qtsqcpp0kw,>60
st32,5,VALIGA_kxn47jtsj7,30-60
st33,12,VALIGA_kxn47jtsj7,30-60
st34,7,VALIGA_kxn47jtsj7,30-60
st35,9,VALIGA_kxn47jtsj7,30-60
st36,7,VALIGA_kxn47jtsj7,30-60
st37,0,VALIGA_kxn47jtsj7,30-60
st38,5,VALIGA_kxn47jtsj7,30-60
st39,13,VALIGA_kxn47jtsj7,30-60
st40,3,VALIGA_kxn47jtsj7,30-60
st41,5,VALIGA_kxn47jtsj7,30-60
st42,0,VALIGA_kxn47jtsj7,30-60
st43,7,VALIGA_kxn47jtsj7,30-60
st44,2,VALIGA_kxn47jtsj7,30-60
st45,2,VALIGA_kxn47jtsj7,30-60
st46,1,VALIGA_kxn47jtsj7,30-60
st47,10,VALIGA_kxn47jtsj7,30-60
st48,1,VALIGA_kxn47jtsj7,30-60
st49,4,VALIGA_kxn47jtsj7,30-60
st50,5,VALIGA_kxn47jtsj7,30-60
st51,3,VALIGA_kxn47jtsj7,30-60
st52,4,VALIGA_kxn47jtsj7,30-60
st53,8,VALIGA_kxn47jtsj7,30-60
st54,4,VALIGA_kxn47jtsj7,30-60
st55,2,VALIGA_kxn47jtsj7,30-60
st56,7,VALIGA_v7wihwogxd,30-60
st57,12,VALIGA_v7wihwogxd,30-60
st58,1,VALIGA_v7wihwogxd,30-60
st59,12,VALIGA_v7wihwogxd,30-60
st60,1,VALIGA_v7wihwogxd,30-60
st61,3,VALIGA_v7wihwogxd,30-60
st62,1,VALIGA_v7wihwogxd,30-60
st63,1,VALIGA_v7wihwogxd,30-60
st64,4,VALIGA_v7wihwogxd,30-60
st65,6,VALIGA_v7wihwogxd,30-60
st66,9,VALIGA_v7wihwogxd,30-60
st67,1,VALIGA_v7wihwogxd,30-60
st68,10,VALIGA_v7wihwogxd,30-60
st69,0,VALIGA_v7wihwogxd,30-60
st70,8,VALIGA_v7wihwogxd,30-60
st71,4,VALIGA_v7wihwogxd,30-60
st72,1,VALIGA_v7wihwogxd,30-60
st73,4,VALIGA_v7wihwogxd,30-60
st74,13,VALIGA_v7wihwogxd,30-60
st75,6,VALIGA_v7wihwogxd,30-60
st76,12,VALIGA_v7wihwogxd,30-60
st77,8,VALIGA_v7wihwogxd,30-60
st78,1,VALIGA_v7wihwogxd,30-60
st79,10,VALIGA_v7wihwogxd,30-60
st80,9,VALIGA_v7wihwogxd,30-60
st81,9,VALIGA_v7wihwogxd,30-60
st82,4,VALIGA_v7wihwogxd,30-60
st83,9,VALIGA_v7wihwogxd,30-60
st84,2,VALIGA_v7wihwogxd,30-60
st85,4,VALIGA_6rfptyt3la,30-60
st86,11,VALIGA_6rfptyt3la,30-60
st87,7,VALIGA_6rfptyt3la,30-60
st88,0,VALIGA_6rfptyt3la,30-60
st89,9,VALIGA_6rfptyt3la,30-60
st90,2,VALIGA_6rfptyt3la,30-60
st91,2,VALIGA_6rfptyt3la,30-60
st92,4,VALIGA_6rfptyt3la,30-60
st93,4,VALIGA_6rfptyt3la,30-60
st94,3,VALIGA_6rfptyt3la,30-60
st95,3,VALIGA_6rfptyt3la,30-60
st96,3,VALIGA_6rfptyt3la,30-60
st97,6,VALIGA_6rfptyt3la,30-60
st98,6,VALIGA_6rfptyt3la,30-60
st99,6,VALIGA_6rfptyt3la,30-60
st100,2,VALIGA_6rfptyt3la,30-60
st101,5,VALIGA_6rfptyt3la,30-60
st102,9,VALIGA_ptx0nq0je1,>60
st103,0,VALIGA_ptx0nq0je1,>60
st104,0,VALIGA_ptx0nq0je1,>60
st105,4,VALIGA_ptx0nq0je1,>60
st106,8,VALIGA_ptx0nq0je1,>60
st107,0,VALIGA_ptx0nq0je1,>60
st108,1,VALIGA_ptx0nq0je1,>60
st109,8,VALIGA_ptx0nq0je1,>60
st110,1,VALIGA_ptx0nq0je1,>60
st111,0,VALIGA_ptx0nq0je1,>60
st112,1,VALIGA_ptx0nq0je1,>60
st113,4,VALIGA_5wsdox7vv8,30-60
st114,12,VALIGA_5wsdox7vv8,30-60
st115,1,VALIGA_5wsdox7vv8,30-60
st116,9,VALIGA_5wsdox7vv8,30-60
st117,7,VALIGA_gsn7dsolq3,>60
st118,0,VALIGA_gsn7dsolq3,>60
st119,3,VALIGA_gsn7dsolq3,>60
st120,6,VALIGA_gsn7dsolq3,>60
st121,13,VALIGA_gsn7dsolq3,>60
st122,5,VALIGA_gsn7dsolq3,>60
st123,2,VALIGA_go0idujzww,30-60
st124,2,VALIGA_go0idujzww,30-60
st125,3,VALIGA_go0idujzww,30-60
st126,5,VALIGA_go0idujzww,30-60
st127,5,VALIGA_go0idujzww,30-60
st128,2,VALIGA_go0idujzww,30-60
st129,5,VALIGA_go0idujzww,30-60
st130,0,VALIGA_go0idujzww,30-60
st131,3,VALIGA_go0idujzww,30-60
st132,0,VALIGA_go0idujzww,30-60
st133,7,VALIGA_go0idujzww,30-60
st134,4,VALIGA_go0idujzww,30-60
st135,4,VALIGA_go0idujzww,30-60
st136,1,VALIGA_go0idujzww,30-60
st137,7,VALIGA_go0idujzww,30-60
st138,0,VALIGA_go0idujzww,30-60
st139,0,VALIGA_go0idujzww,30-60
st140,2,VALIGA_t3zeiu1pyk,30-60
st141,3,VALIGA_t3zeiu1pyk,30-60
st142,3,VALIGA_t3zeiu1pyk,30-60
st143,7,VALIGA_t3zeiu1pyk,30-60
st144,7,VALIGA_t3zeiu1pyk,30-60
st145,10,VALIGA_t3zeiu1pyk,30-60
st146,3,VALIGA_t3zeiu1pyk,30-60
st147,6,VALIGA_t3zeiu1pyk,30-60
st148,0,VALIGA_t3zeiu1pyk,30-60
st149,7,VALIGA_t3zeiu1pyk,30-60
st150,5,VALIGA_t3zeiu1pyk,30-60
st151,9,VALIGA_t3zeiu1pyk,30-60
st152,0,VALIGA_t3zeiu1pyk,30-60
st153,0,VALIGA_t3zeiu1pyk,30-60
st154,7,VALIGA_t3zeiu1pyk,30-60
st155,9,VALIGA_t3zeiu1pyk,30-60
st156,9,VALIGA_t3zeiu1pyk,30-60
st157,9,VALIGA_t3zeiu1pyk,30-60
st158,9,VALIGA_t3zeiu1pyk,30-60
st159,9,VALIGA_t3zeiu1pyk,30-60
st160,7,VALIGA_t3zeiu1pyk,30-60
st161,9,VALIGA_t3zeiu1pyk,30-60
st162,0,VALIGA_t3zeiu1pyk,30-60
st163,0,VALIGA_yslqk2ar7l,>60
st164,3,VALIGA_yslqk2ar7l,>60
st165,0,VALIGA_yslqk2ar7l,>60
st166,13,VALIGA_yslqk2ar7l,>60
st167,3,VALIGA_yslqk2ar7l,>60
st168,9,VALIGA_yslqk2ar7l,>60
st169,0,VALIGA_yslqk2ar7l,>60
st170,13,VALIGA_yslqk2ar7l,>60
st171,5,VALIGA_yslqk2ar7l,>60
st172,0,VALIGA_6zlfjh7qh9,30-60
st173,9,VALIGA_6zlfjh7qh9,30-60
st174,9,VALIGA_6zlfjh7qh9,30-60
st175,9,VALIGA_j4oqgewzug,<30
st176,4,VALIGA_j4oqgewzug,<30
st177,9,VALIGA_j4oqgewzug,<30
st178,1,VALIGA_j4oqgewzug,<30
st179,4,VALIGA_j4oqgewzug,<30
st180,9,VALIGA_j4oqgewzug,<30
st181,3,VALIGA_j4oqgewzug,<30
st182,3,VALIGA_j4oqgewzug,<30
st183,0,VALIGA_j4oqgewzug,<30
st184,9,VALIGA_j4oqgewzug,<30
st185,1,VALIGA_j4oqgewzug,<30
st186,9,VALIGA_j4oqgewzug,<30
st187,9,VALIGA_j4oqgewzug,<30
st188,0,VALIGA_j4oqgewzug,<30
st189,9,VALIGA_j4oqgewzug,<30
st190,9,VALIGA_j4oqgewzug,<30
st191,13,VALIGA_nck6piqxlt,30-60
st192,12,VALIGA_nck6piqxlt,30-60
st193,7,VALIGA_nck6piqxlt,30-60
st194,1,VALIGA_nck6piqxlt,30-60
st195,2,VALIGA_nck6piqxlt,30-60
st196,11,VALIGA_nck6piqxlt,30-60
st197,10,VALIGA_nck6piqxlt,30-60
st198,8,VALIGA_nck6piqxlt,30-60
st199,7,VALIGA_nck6piqxlt,30-60
st200,11,VALIGA_nck6piqxlt,30-60
st201,9,VALIGA_nck6piqxlt,30-60
st202,10,VALIGA_nck6piqxlt,30-60
st203,4,VALIGA_nck6piqxlt,30-60
st204,6,VALIGA_nck6piqxlt,30-60
st205,5,VALIGA_nck6piqxlt,30-60
st206,6,VALIGA_nck6piqxlt,30-60
st207,4,VALIGA_r0h10hh4t0,30-60
st208,0,VALIGA_r0h10hh4t0,30-60
st209,4,VALIGA_r0h10hh4t0,30-60
st210,3,VALIGA_r0h10hh4t0,30-60
st211,4,VALIGA_r0h10hh4t0,30-60
st212,8,VALIGA_r0h10hh4t0,30-60
st213,1,VALIGA_r0h10hh4t0,30-60
st214,6,VALIGA_r0h10hh4t0,30-60
st215,3,VALIGA_r0h10hh4t0,30-60
st216,2,VALIGA_r0h10hh4t0,30-60
st217,3,VALIGA_r0h10hh4t0,30-60
st218,0,VALIGA_r0h10hh4t0,30-60
st219,4,VALIGA_r0h10hh4t0,30-60
st220,4,VALIGA_m0wo5quktl,>60
st221,9,VALIGA_m0wo5quktl,>60
st222,12,VALIGA_m0wo5quktl,>60
st223,8,VALIGA_m0wo5quktl,>60
st224,5,VALIGA_m0wo5quktl,>60
st225,0,VALIGA_m0wo5quktl,>60
st226,9,VALIGA_m0wo5quktl,>60
st227,13,VALIGA_m0wo5quktl,>60
st228,2,VALIGA_m0wo5quktl,>60
st229,5,VALIGA_m0wo5quktl,>60
st230,5,VALIGA_m0wo5quktl,>60
st231,0,VALIGA_m0wo5quktl,>60
st232,2,VALIGA_m0wo5quktl,>60
st233,9,VALIGA_8xpkukgxc6,>60
st234,4,VALIGA_8xpkukgxc6,>60
st235,3,VALIGA_8xpkukgxc6,>60
st236,7,VALIGA_8xpkukgxc6,>60
st237,3,VALIGA_8xpkukgxc6,>60
st238,3,VALIGA_8xpkukgxc6,>60
st239,0,VALIGA_8xpkukgxc6,>60
st240,4,VALIGA_8xpkukgxc6,>60
st241,5,VALIGA_8xpkukgxc6,>60
st242,9,VALIGA_8xpkukgxc6,>60
st243,9,VALIGA_8xpkukgxc6,>60
st244,0,VALIGA_8xpkukgxc6,>60
st245,3,VALIGA_obcuhrk7eh,>60
st246,0,VALIGA_obcuhrk7eh,>60
st247,7,VALIGA_obcuhrk7eh,>60
st248,3,VALIGA_obcuhrk7eh,>60
st249,12,VALIGA_obcuhrk7eh,>60
st250,7,VALIGA_obcuhrk7eh,>60
st251,13,VALIGA_obcuhrk7eh,>60
st252,5,VALIGA_obcuhrk7eh,>60
st253,2,VALIGA_obcuhrk7eh,>60
st254,0,VALIGA_obcuhrk7eh,>60
st255,12,VALIGA_obcuhrk7eh,>60
st256,6,VALIGA_obcuhrk7eh,>60
st257,8,VALIGA_obcuhrk7eh,>60
st258,13,VALIGA_obcuhrk7eh,>60
st259,1,VALIGA_obcuhrk7eh,>60
st260,5,VALIGA_obcuhrk7eh,>60
st261,6,VALIGA_obcuhrk7eh,>60
st262,3,VALIGA_obcuhrk7eh,>60
st263,9,VALIGA_obcuhrk7eh,>60
st264,0,VALIGA_bpaj9xc91p,>60
st265,0,VALIGA_bpaj9xc91p,>60
st266,0,VALIGA_bpaj9xc91p,>60
st267,0,VALIGA_bpaj9xc91p,>60
st268,0,VALIGA_bpaj9xc91p,>60
st269,9,VALIGA_bpaj9xc91p,>60
st270,5,VALIGA_bpaj9xc91p,>60
st271,1,VALIGA_bpaj9xc91p,>60
st272,4,VALIGA_bpaj9xc91p,>60
st273,0,VALIGA_bpaj9xc91p,>60
st274,4,VALIGA_bpaj9xc91p,>60
st275,9,VALIGA_bpaj9xc91p,>60
st276,0,VALIGA_bpaj9xc91p,>60
st277,9,VALIGA_bpaj9xc91p,>60
st278,0,VALIGA_vui72niplv,>60
st279,2,VALIGA_vui72niplv,>60
st280,0,VALIGA_vui72niplv,>60
st281,0,VALIGA_vui72niplv,>60
st282,9,VALIGA_vui72niplv,>60
st283,3,VALIGA_vui72niplv,>60
st284,3,VALIGA_vui72niplv,>60
st285,0,VALIGA_vui72niplv,>60
st286,13,VALIGA_vui72niplv,>60
st287,5,VALIGA_vui72niplv,>60
st288,8,VALIGA_vui72niplv,>60
st289,8,VALIGA_vui72niplv,>60
st290,13,VALIGA_vui72niplv,>60
st291,13,VALIGA_vui72niplv,>60
st292,13,VALIGA_13b73uwmx5,30-60
st293,8,VALIGA_13b73uwmx5,30-60
st294,7,VALIGA_13b73uwmx5,30-60
st295,0,VALIGA_13b73uwmx5,30-60
st296,5,VALIGA_13b73uwmx5,30-60
st297,3,VALIGA_13b73uwmx5,30-60
st298,2,VALIGA_13b73uwmx5,30-60
st299,7,VALIGA_13b73uwmx5,30-60
st300,7,VALIGA_13b73uwmx5,30-60
st301,2,VALIGA_13b73uwmx5,30-60
st302,5,VALIGA_13b73uwmx5,30-60
st303,4,VALIGA_13b73uwmx5,30-60
st304,12,VALIGA_13b73uwmx5,30-60
st305,5,VALIGA_13b73uwmx5,30-60
st306,9,VALIGA_b0i4acgxiz,>60
st307,1,VALIGA_b0i4acgxiz,>60
st308,4,VALIGA_b0i4acgxiz,>60
st309,3,VALIGA_b0i4acgxiz,>60
st310,12,VALIGA_b0i4acgxiz,>60
st311,8,VALIGA_b0i4acgxiz,>60
st312,3,VALIGA_b0i4acgxiz,>60
st313,10,VALIGA_b0i4acgxiz,>60
st314,0,VALIGA_b0i4acgxiz,>60
st315,8,VALIGA_b0i4acgxiz,>60
st316,1,VALIGA_b0i4acgxiz,>60
st317,3,VALIGA_b0i4acgxiz,>60
st318,1,VALIGA_b0i4acgxiz,>60
st319,1,VALIGA_b0i4acgxiz,>60
st320,1,VALIGA_b0i4acgxiz,>60
st321,12,VALIGA_b0i4acgxiz,>60
st322,0,VALIGA_b0i4acgxiz,>60
st323,1,VALIGA_b0i4acgxiz,>60
st324,4,VALIGA_b0i4acgxiz,>60
st325,12,VALIGA_b0i4acgxiz,>60
st326,1,VALIGA_b0i4acgxiz,>60
st327,4,VALIGA_b0i4acgxiz,>60
st328,10,VALIGA_egl9fq09ax,>60
st329,13,VALIGA_egl9fq09ax,>60
st330,3,VALIGA_egl9fq09ax,>60
st331,13,VALIGA_egl9fq09ax,>60
st332,5,VALIGA_egl9fq09ax,>60
st333,7,VALIGA_egl9fq09ax,>60
st334,0,VALIGA_egl9fq09ax,>60
st335,6,VALIGA_egl9fq09ax,>60
st336,5,VALIGA_egl9fq09ax,>60
st337,8,VALIGA_egl9fq09ax,>60
st338,6,VALIGA_egl9fq09ax,>60
st339,4,VALIGA_9qzhd7wfc2,>60
st340,1,VALIGA_9qzhd7wfc2,>60
st341,4,VALIGA_9qzhd7wfc2,>60
st342,3,VALIGA_9qzhd7wfc2,>60
st343,5,VALIGA_9qzhd7wfc2,>60
st344,0,VALIGA_9qzhd7wfc2,>60
st345,4,VALIGA_9qzhd7wfc2,>60
st346,1,VALIGA_9qzhd7wfc2,>60
st347,4,VALIGA_9qzhd7wfc2,>60
st348,4,VALIGA_9qzhd7wfc2,>60
st349,9,VALIGA_9qzhd7wfc2,>60
st350,9,VALIGA_9qzhd7wfc2,>60
st351,1,VALIGA_9qzhd7wfc2,>60
st352,11,VALIGA_6iamk7j9tw,>60
st353,8,VALIGA_6iamk7j9tw,>60
st354,1,VALIGA_6iamk7j9tw,>60
st355,5,VALIGA_6iamk7j9tw,>60
st356,9,VALIGA_6iamk7j9tw,>60
st357,8,VALIGA_6iamk7j9tw,>60
st358,1,VALIGA_6iamk7j9tw,>60
st359,1,VALIGA_6iamk7j9tw,>60
st360,0,VALIGA_6iamk7j9tw,>60
st361,1,VALIGA_6iamk7j9tw,>60
st362,12,VALIGA_6iamk7j9tw,>60
st363,2,VALIGA_07yu41m3om,>60
st364,7,VALIGA_07yu41m3om,>60
st365,0,VALIGA_07yu41m3om,>60
st366,9,VALIGA_07yu41m3om,>60
st367,9,VALIGA_07yu41m3om,>60
st368,9,VALIGA_07yu41m3om,>60
st369,13,VALIGA_07yu41m3om,>60
st370,0,VALIGA_07yu41m3om,>60
st371,3,VALIGA_07yu41m3om,>60
st372,0,VALIGA_07yu41m3om,>60
st373,0,VALIGA_07yu41m3om,>60
st374,9,VALIGA_07yu41m3om,>60
st375,7,VALIGA_07yu41m3om,>60
st376,7,VALIGA_t2fffm5z6h,>60
st377,8,VALIGA_t2fffm5z6h,>60
st378,7,VALIGA_t2fffm5z6h,>60
st379,5,VALIGA_t2fffm5z6h,>60
st380,7,VALIGA_t2fffm5z6h,>60
st381,5,VALIGA_t2fffm5z6h,>60
st382,13,VALIGA_t2fffm5z6h,>60
st383,13,VALIGA_t2fffm5z6h,>60
st384,13,VALIGA_t2fffm5z6h,>60
st385,0,VALIGA_8kgrqxite6,30-60
st386,1,VALIGA_8kgrqxite6,30-60
st387,13,VALIGA_8kgrqxite6,30-60
st388,1,VALIGA_8kgrqxite6,30-60
st389,9,VALIGA_8kgrqxite6,30-60
st390,0,VALIGA_8kgrqxite6,30-60
st391,4,VALIGA_8kgrqxite6,30-60
st392,9,VALIGA_8kgrqxite6,30-60
st393,0,VALIGA_8kgrqxite6,30-60
st394,8,VALIGA_8kgrqxite6,30-60
st395,8,VALIGA_8kgrqxite6,30-60
st396,8,VALIGA_8kgrqxite6,30-60
st397,5,VALIGA_8kgrqxite6,30-60
st398,0,VALIGA_8kgrqxite6,30-60
st399,0,VALIGA_8kgrqxite6,30-60
st400,8,VALIGA_8kgrqxite6,30-60
st401,13,VALIGA_8kgrqxite6,30-60
st402,1,VALIGA_8kgrqxite6,30-60
st403,3,VALIGA_8kgrqxite6,30-60
st404,2,VALIGA_8kgrqxite6,30-60
st405,8,VALIGA_8kgrqxite6,30-60
st406,0,VALIGA_8kgrqxite6,30-60
st407,3,VALIGA_8kgrqxite6,30-60
st408,0,VALIGA_8kgrqxite6,30-60
st409,4,VALIGA_8kgrqxite6,30-60
st410,0,VALIGA_8kgrqxite6,30-60
st411,4,VALIGA_8kgrqxite6,30-60
st412,0,VALIGA_8kgrqxite6,30-60
st413,4,VALIGA_8kgrqxite6,30-60
st414,3,VALIGA_8kgrqxite6,30-60
st415,13,VALIGA_8kgrqxite6,30-60
st416,5,VALIGA_8kgrqxite6,30-60
st417,0,VALIGA_8kgrqxite6,30-60
st418,9,VALIGA_8kgrqxite6,30-60
st419,0,VALIGA_8kgrqxite6,30-60
st420,0,VALIGA_rx0gdu61b1,>60
st421,0,VALIGA_rx0gdu61b1,>60
st422,0,VALIGA_rx0gdu61b1,>60
st423,13,VALIGA_rx0gdu61b1,>60
st424,1,VALIGA_rx0gdu61b1,>60
st425,0,VALIGA_rx0gdu61b1,>60
st426,4,VALIGA_rx0gdu61b1,>60
st427,13,VALIGA_rx0gdu61b1,>60
st428,3,VALIGA_rx0gdu61b1,>60
st429,6,VALIGA_rx0gdu61b1,>60
st430,0,VALIGA_rx0gdu61b1,>60
st431,1,VALIGA_rx0gdu61b1,>60
st432,13,VALIGA_rx0gdu61b1,>60
st433,5,VALIGA_rx0gdu61b1,>60
st434,13,VALIGA_rx0gdu61b1,>60
st435,1,VALIGA_rx0gdu61b1,>60
st436,6,VALIGA_rx0gdu61b1,>60
st437,0,VALIGA_rx0gdu61b1,>60
st438,13,VALIGA_rx0gdu61b1,>60
st439,8,VALIGA_rx0gdu61b1,>60
st440,3,VALIGA_rx0gdu61b1,>60
st441,2,VALIGA_rx0gdu61b1,>60
st442,4,VALIGA_rx0gdu61b1,>60
st443,13,VALIGA_rx0gdu61b1,>60
st444,8,VALIGA_rx0gdu61b1,>60
st445,4,VALIGA_rx0gdu61b1,>60
st446,13,VALIGA_rx0gdu61b1,>60
st447,9,VALIGA_rx0gdu61b1,>60
st448,13,VALIGA_rx0gdu61b1,>60
st449,13,VALIGA_rx0gdu61b1,>60
st450,0,VALIGA_rx0gdu61b1,>60
st451,8,VALIGA_rx0gdu61b1,>60
st452,0,VALIGA_rx0gdu61b1,>60
st453,0,VALIGA_rx0gdu61b1,>60
st454,0,VALIGA_rx0gdu61b1,>60
st455,13,VALIGA_rx0gdu61b1,>60
st456,1,VALIGA_rx0gdu61b1,>60
st457,7,VALIGA_rx0gdu61b1,>60
st458,4,VALIGA_rx0gdu61b1,>60
st459,1,VALIGA_rx0gdu61b1,>60
st460,9,VALIGA_rx0gdu61b1,>60
st461,8,VALIGA_rx0gdu61b1,>60
st462,4,VALIGA_zpwnpoqvp7,>60
st463,1,VALIGA_zpwnpoqvp7,>60
st464,3,VALIGA_zpwnpoqvp7,>60
st465,2,VALIGA_zpwnpoqvp7,>60
st466,7,VALIGA_zpwnpoqvp7,>60
st467,0,VALIGA_zpwnpoqvp7,>60
st468,5,VALIGA_zpwnpoqvp7,>60
st469,4,VALIGA_zpwnpoqvp7,>60
st470,1,VALIGA_zpwnpoqvp7,>60
st471,3,VALIGA_zpwnpoqvp7,>60
st472,1,VALIGA_zpwnpoqvp7,>60
st473,9,VALIGA_zpwnpoqvp7,>60
st474,4,VALIGA_zpwnpoqvp7,>60
st475,3,VALIGA_zpwnpoqvp7,>60
st476,0,VALIGA_zpwnpoqvp7,>60
st477,8,VALIGA_zpwnpoqvp7,>60
st478,7,VALIGA_zpwnpoqvp7,>60
st479,13,VALIGA_zpwnpoqvp7,>60
st480,4,VALIGA_zpwnpoqvp7,>60
st481,9,VALIGA_zpwnpoqvp7,>60
st482,0,VALIGA_zpwnpoqvp7,>60
st483,8,VALIGA_zpwnpoqvp7,>60
st484,0,VALIGA_zpwnpoqvp7,>60
st485,4,VALIGA_zpwnpoqvp7,>60
st486,0,VALIGA_zpwnpoqvp7,>60
st487,2,VALIGA_zpwnpoqvp7,>60
st488,4,VALIGA_zpwnpoqvp7,>60
st489,5,VALIGA_zpwnpoqvp7,>60
st490,5,VALIGA_zpwnpoqvp7,>60
st491,8,VALIGA_zpwnpoqvp7,>60
st492,0,VALIGA_zpwnpoqvp7,>60
st493,0,VALIGA_zpwnpoqvp7,>60
st494,5,VALIGA_nwy71sym5p,<30
st495,7,VALIGA_nwy71sym5p,<30
st496,13,VALIGA_nwy71sym5p,<30
st497,2,VALIGA_nwy71sym5p,<30
st498,4,VALIGA_nwy71sym5p,<30
st499,5,VALIGA_nwy71sym5p,<30
st500,3,VALIGA_nwy71sym5p,<30
st501,3,VALIGA_nwy71sym5p,<30
st502,4,VALIGA_nwy71sym5p,<30
st503,0,VALIGA_nwy71sym5p,<30
st504,7,VALIGA_nwy71sym5p,<30
st505,0,VALIGA_nwy71sym5p,<30
st506,3,VALIGA_nwy71sym5p,<30
st507,2,VALIGA_nwy71sym5p,<30
st508,2,VALIGA_nwy71sym5p,<30
st509,7,VALIGA_nwy71sym5p,<30
st510,7,VALIGA_nwy71sym5p,<30
st511,1,VALIGA_nwy71sym5p,<30
st512,5,VALIGA_nwy71sym5p,<30
st513,0,VALIGA_nwy71sym5p,<30
st514,3,VALIGA_sm27vza3ht,>60
st515,10,VALIGA_sm27vza3ht,>60
st516,7,VALIGA_sm27vza3ht,>60
st517,4,VALIGA_sm27vza3ht,>60
st518,5,VALIGA_sm27vza3ht,>60
st519,2,VALIGA_sm27vza3ht,>60
st520,9,VALIGA_sm27vza3ht,>60
st521,7,VALIGA_sm27vza3ht,>60
st522,7,VALIGA_20vs0uzra2,30-60
st523,7,VALIGA_20vs0uzra2,30-60
st524,0,VALIGA_20vs0uzra2,30-60
st525,7,VALIGA_20vs0uzra2,30-60
st526,8,VALIGA_20vs0uzra2,30-60
st527,5,VALIGA_20vs0uzra2,30-60
st528,4,VALIGA_20vs0uzra2,30-60
st529,8,VALIGA_20vs0uzra2,30-60
st530,4,VALIGA_20vs0uzra2,30-60
st531,13,VALIGA_20vs0uzra2,30-60
st532,2,VALIGA_20vs0uzra2,30-60
st533,1,VALIGA_20vs0uzra2,30-60
st534,3,VALIGA_20vs0uzra2,30-60
st535,2,VALIGA_5crtcctfsl,<30
st536,2,VALIGA_5crtcctfsl,<30
st537,8,VALIGA_5crtcctfsl,<30
st538,9,VALIGA_5crtcctfsl,<30
st539,2,VALIGA_5crtcctfsl,<30
st540,3,VALIGA_5crtcctfsl,<30
st541,5,VALIGA_5crtcctfsl,<30
st542,6,VALIGA_5crtcctfsl,<30
st543,4,VALIGA_5crtcctfsl,<30
st544,8,VALIGA_5crtcctfsl,<30
st545,3,VALIGA_5crtcctfsl,<30
st546,3,VALIGA_5crtcctfsl,<30
st547,12,VALIGA_h4c5kt9p0w,>60
st548,8,VALIGA_h4c5kt9p0w,>60
st549,5,VALIGA_h4c5kt9p0w,>60
st550,0,VALIGA_h4c5kt9p0w,>60
st551,5,VALIGA_h4c5kt9p0w,>60
st552,7,VALIGA_h4c5kt9p0w,>60
st553,3,VALIGA_h4c5kt9p0w,>60
st554,10,VALIGA_h4c5kt9p0w,>60
st555,7,VALIGA_h4c5kt9p0w,>60
st556,5,VALIGA_h4c5kt9p0w,>60
st557,2,VALIGA_h4c5kt9p0w,>60
st558,5,VALIGA_h4c5kt9p0w,>60
st559,3,VALIGA_h4c5kt9p0w,>60
st560,12,VALIGA_h4c5kt9p0w,>60
st561,4,VALIGA_h4c5kt9p0w,>60
st562,9,VALIGA_yx5c6b2f2l,>60
st563,8,VALIGA_yx5c6b2f2l,>60
st564,6,VALIGA_yx5c6b2f2l,>60
st565,0,VALIGA_yx5c6b2f2l,>60
st566,0,VALIGA_yx5c6b2f2l,>60
st567,12,VALIGA_yx5c6b2f2l,>60
st568,12,VALIGA_yx5c6b2f2l,>60
st569,13,VALIGA_yx5c6b2f2l,>60
st570,4,VALIGA_yx5c6b2f2l,>60
st571,6,VALIGA_yx5c6b2f2l,>60
st572,10,VALIGA_yx5c6b2f2l,>60
st573,6,VALIGA_yx5c6b2f2l,>60
st574,4,VALIGA_yx5c6b2f2l,>60
st575,7,VALIGA_yx5c6b2f2l,>60
st576,6,VALIGA_yx5c6b2f2l,>60
st577,5,VALIGA_yx5c6b2f2l,>60
st578,11,VALIGA_yx5c6b2f2l,>60
st579,11,VALIGA_yx5c6b2f2l,>60
st580,6,VALIGA_yx5c6b2f2l,>60
st581,2,VALIGA_yx5c6b2f2l,>60
st582,12,VALIGA_yx5c6b2f2l,>60
