,glom_sizes,glom_diameters,glom_distance_to_closest_glom,glom_shape_circularity,glom_shape_eccentricity,glom_shape_elongation,glom_shape_solidity,glom_tuft_sizes,glom_tuft_shape_circularity,glom_tuft_shape_eccentricity,glom_tuft_shape_elongation,glom_tuft_shape_solidity,glom_bowman_sizes,glom_tufttocapsule_ratio
st17927,7875.6,87.36,129.45,0.82,0.48,0.12,0.99,882.85,0.19,0.76,0.35,0.77,6992.75,0.112099395601605
st17928,24507.13,122.89,117.77,0.3,0.52,0.15,0.78,10738.83,0.41,0.63,0.22,0.86,13768.3,0.43819206900196
st17929,40881.34,217.16,117.77,0.74,0.38,0.07,0.98,25582.15,0.09,0.41,0.09,0.8,15299.19,0.625765936243773
st17930,5243.42,60.1,669.26,0.43,0.77,0.37,0.91,987.58,0.12,0.84,0.46,0.65,4255.85,0.188346537183746
st17931,4900.7,57.99,1014.62,0.6,0.8,0.4,0.96,617.33,0.41,0.93,0.64,0.88,4283.36,0.1259677188973
st17932,12271.87,109.99,562.4,0.67,0.56,0.17,0.97,3022.31,0.13,0.68,0.27,0.71,9249.56,0.246279499375401
st17933,11887.42,108.71,561.58,0.71,0.58,0.18,0.98,4872.5,0.15,0.85,0.47,0.77,7014.92,0.409887090722798
st17934,26895.96,165.42,35.45,0.74,0.48,0.12,0.97,21569.53,0.49,0.4,0.08,0.94,5326.43,0.801961707260124
st17935,13446.96,116.28,30.54,0.76,0.56,0.17,0.97,9396.82,0.51,0.53,0.15,0.92,4050.14,0.698806272941988
st17936,14038.37,99.37,30.54,0.48,0.8,0.41,0.94,9070.35,0.3,0.82,0.43,0.86,4968.02,0.646111336287617
st17937,25335.63,149.51,273.93,0.71,0.6,0.2,0.97,14469.56,0.4,0.6,0.2,0.92,10866.07,0.571115066015726
st17938,13694.62,96.11,273.93,0.59,0.74,0.32,0.9,8722.97,0.49,0.81,0.41,0.87,4971.65,0.636963274629015
st17939,9850.41,96.95,8.83,0.68,0.35,0.06,0.95,4553.09,0.45,0.75,0.34,0.9,5297.32,0.462223399838179
st17940,16880.22,105.76,8.83,0.32,0.81,0.41,0.89,7678.65,0.46,0.73,0.32,0.91,9201.57,0.454890398347889
st17941,18684.01,119.79,568.92,0.44,0.8,0.4,0.92,13682,0.39,0.82,0.43,0.89,5002.01,0.732283915497797
st17942,11319.21,104.9,255.71,0.64,0.35,0.06,0.91,5993.46,0.46,0.57,0.18,0.89,5325.75,0.529494549531284
st17943,22025.29,114.65,776.86,0.34,0.83,0.45,0.92,13285.94,0.27,0.79,0.39,0.89,8739.34,0.603212942939684
st17944,10991.27,104.25,263.91,0.61,0.32,0.05,0.91,6009.83,0.43,0.5,0.13,0.91,4981.43,0.546782127997947
st17945,23887.3,147.84,364.69,0.56,0.46,0.11,0.93,16798.35,0.43,0.6,0.2,0.91,7088.95,0.703233517392087
st17946,17597.51,106.71,364.69,0.56,0.8,0.4,0.95,9498.13,0.35,0.84,0.46,0.88,8099.38,0.539742838617509
st17947,18641.14,118.39,554,0.59,0.81,0.41,0.95,13353.15,0.38,0.76,0.35,0.93,5288,0.716326898462219
st17948,11821.47,102.07,262.27,0.56,0.53,0.15,0.91,7134.88,0.48,0.58,0.18,0.94,4686.58,0.603552688455835
st17949,21856.77,143.11,363.59,0.53,0.5,0.14,0.91,16972.1,0.35,0.57,0.18,0.93,4884.67,0.776514553614281
st17950,16465.52,102.64,363.59,0.56,0.83,0.45,0.95,8586.85,0.43,0.84,0.46,0.89,7878.67,0.521504938805455
st17951,19977.59,133.92,178.58,0.74,0.68,0.27,0.97,12140.99,0.51,0.33,0.05,0.92,7836.59,0.607730461982652
st17952,4038.2,60.02,178.58,0.51,0.72,0.31,0.87,1190.89,0.42,0.73,0.31,0.88,2847.31,0.294906146302808
st17953,37932.26,149.98,209.39,0.37,0.87,0.51,0.82,26111.02,0.19,0.89,0.55,0.71,11821.24,0.688359196103791
st17954,13781.27,104.52,78.06,0.25,0.68,0.27,0.91,9217.61,0.22,0.67,0.26,0.89,4563.66,0.668850548606914
st17955,6634.22,69.15,433.11,0.23,0.75,0.34,0.89,3715.95,0.33,0.88,0.53,0.89,2918.27,0.560118597212634
st17956,37065.78,193.18,105.06,0.72,0.45,0.11,0.97,23365.93,0.4,0.44,0.1,0.9,13699.85,0.630390888846802
st17957,28095.72,136.47,105.06,0.42,0.85,0.48,0.88,13151.31,0.22,0.94,0.65,0.62,14944.41,0.46808944565222
st17958,15328.64,103.88,477.22,0.49,0.77,0.36,0.9,9918.86,0.36,0.72,0.31,0.88,5409.78,0.647080236733331
st17959,14898.93,118.46,242.26,0.66,0.58,0.19,0.96,9472.55,0.45,0.47,0.12,0.9,5426.38,0.635787267944745
st17960,19700.93,115,179.51,0.34,0.73,0.32,0.86,13213.28,0.39,0.82,0.43,0.93,6487.64,0.670693210929636
st17961,12198.19,66.25,28.43,0.13,0.86,0.49,0.69,5323.93,0.14,0.86,0.49,0.7,6874.26,0.436452457290795
st17962,7533.44,45.43,34.81,0.08,0.73,0.32,0.58,448.7,0.55,0.72,0.31,0.91,7084.74,0.059561103559596
st17963,35410.04,184.61,88.7,0.78,0.54,0.16,0.97,23460.77,0.35,0.5,0.13,0.91,11949.28,0.662545707375648
st17964,30301.14,121.2,88.7,0.42,0.86,0.49,0.91,11360.6,0.39,0.67,0.26,0.91,18940.54,0.374923187708449
st17965,17553.62,117.39,230.01,0.52,0.68,0.27,0.93,8240.38,0.2,0.66,0.25,0.85,9313.24,0.469440491476972
st17966,24135.53,146.56,214.44,0.68,0.61,0.2,0.96,16861.35,0.55,0.63,0.22,0.94,7274.18,0.698611134704728
st17967,18839,125.06,127.8,0.36,0.63,0.22,0.92,11821.24,0.53,0.62,0.22,0.92,7017.76,0.627487658580604
st17968,1767.18,31.02,127.8,0.32,0.91,0.6,0.84,997.47,0.35,0.89,0.54,0.88,769.71,0.56444165280277
st17969,18617.15,124.4,3.44,0.47,0.67,0.26,0.89,11418.82,0.31,0.67,0.25,0.9,7198.33,0.613349519126182
st17970,35506.81,185.19,89.98,0.77,0.57,0.18,0.98,23748.46,0.33,0.39,0.08,0.92,11758.36,0.668842399528428
st17971,10907.12,92.59,16.5,0.31,0.57,0.18,0.89,6643.2,0.19,0.71,0.29,0.78,4263.92,0.60907003865365
st17972,39644.51,133.01,194.9,0.38,0.87,0.51,0.85,31028.55,0.23,0.88,0.53,0.78,8615.96,0.782669529778524
st17973,16738.54,110.46,84.39,0.3,0.67,0.26,0.91,8906.38,0.18,0.8,0.39,0.78,7832.16,0.532088222748221
st17974,15527.41,119.24,212.48,0.69,0.55,0.17,0.97,9787.98,0.45,0.53,0.15,0.92,5739.43,0.630367846279579
st17975,21836.41,143.5,823.61,0.63,0.55,0.17,0.96,14829.45,0.45,0.55,0.17,0.92,7006.96,0.679115752085622
st17976,10023.59,79.89,106.57,0.39,0.84,0.45,0.89,768.34,0.1,0.94,0.66,0.47,9255.25,0.076653175159798
st17977,17916.01,127.42,303.49,0.73,0.42,0.09,0.96,11381.75,0.28,0.68,0.27,0.86,6534.27,0.635283749004382
st17978,7410.41,77.85,179.01,0.69,0.71,0.3,0.93,3625.09,0.6,0.55,0.17,0.92,3785.31,0.489188857296695
st17979,8234.35,76.57,179.01,0.37,0.81,0.42,0.93,4956.08,0.34,0.85,0.47,0.87,3278.28,0.601878715381299
st17980,22673.89,152.54,94.76,0.78,0.48,0.12,0.98,16663.04,0.4,0.51,0.14,0.93,6010.86,0.734899922333574
st17981,22070.2,139.79,1.69,0.76,0.67,0.26,0.97,15983.39,0.55,0.63,0.23,0.94,6086.81,0.724206849054381
st17982,5050.68,63.97,1.69,0.64,0.62,0.21,0.91,1851.44,0.59,0.42,0.09,0.92,3199.25,0.366572421931304
st17983,11053.24,102.64,258.13,0.71,0.59,0.19,0.97,6694.82,0.41,0.66,0.25,0.88,4358.41,0.605688467815772
st17984,22326.73,135.59,174.6,0.65,0.69,0.27,0.94,17069.44,0.46,0.72,0.3,0.92,5257.3,0.764529333225242
st17985,7320.23,80.45,223.9,0.7,0.67,0.26,0.96,2987.63,0.27,0.75,0.34,0.83,4332.6,0.408133351001266
st17986,15798.72,107.68,20.54,0.72,0.76,0.35,0.96,12252.88,0.64,0.79,0.38,0.96,3545.84,0.775561564481173
st17987,31238.46,133.68,20.54,0.24,0.81,0.42,0.82,18678.1,0.2,0.9,0.56,0.73,12560.36,0.597919999897562
st17988,18914.16,125.65,6.2,0.76,0.57,0.18,0.96,13474.48,0.61,0.62,0.21,0.93,5439.69,0.712401713848249
st17989,18773.05,133.27,6.2,0.67,0.58,0.19,0.96,10572.36,0.37,0.75,0.34,0.87,8200.69,0.563166880181963
st17990,11589.27,105.57,220.98,0.56,0.54,0.16,0.94,4268.58,0.36,0.68,0.26,0.84,7320.69,0.368321732084937
st17991,22772.02,136.33,36.76,0.8,0.73,0.31,0.99,15153.75,0.5,0.74,0.32,0.94,7618.27,0.665454799354647
st17992,17058.07,134.3,36.76,0.72,0.49,0.13,0.97,11021.28,0.57,0.53,0.15,0.95,6036.78,0.646103574437202
st17993,22788.74,137.56,20.03,0.4,0.64,0.23,0.93,14409.06,0.16,0.26,0.04,0.81,8379.67,0.632288577604554
st17994,18446.59,103.86,97.77,0.59,0.7,0.28,0.84,10940.55,0.37,0.65,0.24,0.77,7506.04,0.593093357634121
st17995,16050.59,111.66,20.03,0.59,0.51,0.14,0.93,8609.03,0.41,0.42,0.09,0.89,7441.56,0.536368445022893
st17996,15140.68,114.17,173.64,0.59,0.68,0.27,0.96,8821.21,0.38,0.69,0.28,0.91,6319.47,0.582616500711989
st17997,11659.2,78.23,407.7,0.17,0.73,0.31,0.8,5724.19,0.16,0.81,0.41,0.68,5935.01,0.490959070948264
st17998,21224.99,140.68,147.42,0.79,0.66,0.25,0.98,11343.2,0.58,0.77,0.36,0.93,9881.79,0.534426635772267
st17999,4775.39,64.42,147.42,0.7,0.66,0.25,0.95,2348.01,0.5,0.61,0.2,0.89,2427.38,0.491689683983926
st18000,23566.75,142.9,153.46,0.72,0.66,0.25,0.96,18069.64,0.52,0.71,0.3,0.94,5497.11,0.766742974741956
st18001,21347.46,134.05,235.43,0.8,0.73,0.31,0.99,13121.63,0.49,0.82,0.43,0.95,8225.82,0.614669379870017
st18002,15629.41,111.51,85.68,0.7,0.67,0.26,0.93,12570.82,0.48,0.68,0.27,0.91,3058.59,0.80430547282335
st18003,16498.84,118.01,85.68,0.73,0.72,0.31,0.95,13000.64,0.5,0.77,0.37,0.92,3498.19,0.78797297264535
st18004,13786.73,109.33,111.59,0.7,0.74,0.32,0.95,9979.81,0.51,0.77,0.36,0.91,3806.92,0.723870707557195
st18005,21367.7,150.33,184.43,0.82,0.31,0.05,0.98,11026.4,0.29,0.63,0.23,0.84,10341.3,0.516031205979118
st18006,3093.5,43.16,371.17,0.54,0.89,0.54,0.98,1938.99,0.52,0.89,0.55,0.95,1154.5,0.626794892516567
st18007,13449.92,115.4,196.05,0.49,0.55,0.16,0.93,1941.49,0.17,0.63,0.22,0.8,11508.42,0.144349557469487
st18008,38047.11,181.92,196.05,0.68,0.68,0.27,0.96,23732.76,0.49,0.48,0.12,0.94,14314.34,0.623773001418505
st18009,9649.94,137.19,150.08,0.54,0.89,0.55,0.94,7429.51,0.38,0.86,0.49,0.91,2220.43,0.769902196283086
st18010,21324.71,140.37,88.51,0.47,0.7,0.28,0.93,16078.34,0.31,0.63,0.22,0.89,5246.38,0.753976959123946
st18011,6120.81,70.89,7.7,0.23,0.54,0.16,0.82,1871.45,0.22,0.74,0.33,0.71,4249.36,0.305752016481479
st18012,15884.8,118.19,7.7,0.64,0.62,0.22,0.96,11986.8,0.49,0.52,0.15,0.92,3898,0.754608178887994
st18013,18053.94,123.99,272.61,0.66,0.51,0.14,0.94,14154.12,0.46,0.57,0.18,0.91,3899.82,0.783990641378004
st18014,10804.67,85.72,134.3,0.49,0.82,0.43,0.91,6100.35,0.33,0.89,0.54,0.84,4704.32,0.5646030836666
st18015,8506.01,93.22,7.99,0.8,0.51,0.14,0.98,5937.17,0.6,0.39,0.08,0.94,2568.84,0.697997063252924
st18016,10508.68,96.83,38.82,0.49,0.7,0.29,0.91,7163.08,0.5,0.57,0.18,0.94,3345.59,0.681634610626644
st18017,14063.73,113.25,7.99,0.7,0.56,0.17,0.96,11674.21,0.45,0.59,0.19,0.93,2389.51,0.830093438938319
st18018,18311.84,132.05,38.82,0.72,0.55,0.17,0.96,10782.38,0.28,0.49,0.13,0.88,7529.46,0.588820129489991
st18019,31551.73,168.07,99.25,0.68,0.55,0.17,0.96,25012.46,0.63,0.63,0.22,0.96,6539.27,0.79274448659392
st18020,12402.3,106.77,78.05,0.61,0.4,0.09,0.95,7196.74,0.4,0.5,0.14,0.92,5205.56,0.580274626480572
st18021,12798.69,107.79,148.93,0.59,0.53,0.15,0.93,7685.13,0.4,0.74,0.33,0.89,5113.56,0.600462234806843
st18022,18150.6,136.91,148.93,0.65,0.55,0.16,0.94,14229.52,0.43,0.49,0.13,0.94,3921.08,0.783969675933578
st18023,23778.93,156.85,139.48,0.68,0.51,0.14,0.95,18545.86,0.47,0.51,0.14,0.94,5233.07,0.779928281045447
st18024,25803.89,152.12,35.17,0.52,0.6,0.2,0.91,19380.72,0.41,0.51,0.14,0.93,6423.17,0.75107745382576
st18025,7972.25,85.68,1.91,0.78,0.61,0.21,0.97,6038.37,0.49,0.68,0.27,0.93,1933.88,0.757423562984101
st18026,6092.39,60.08,10.92,0.28,0.92,0.6,0.76,4450.4,0.32,0.89,0.55,0.8,1641.98,0.730485080567725
st18027,16400.25,118.35,10.92,0.38,0.71,0.3,0.87,12093.23,0.37,0.55,0.17,0.87,4307.02,0.737380832609259
st18028,3707.76,41.51,86.92,0.4,0.89,0.55,0.87,1108.79,0.41,0.82,0.42,0.89,2598.97,0.299045785056206
st18029,16829.39,123.76,1.91,0.67,0.69,0.27,0.95,12506.8,0.51,0.67,0.25,0.93,4322.59,0.7431523067681
st18030,22996.94,150.43,86.92,0.62,0.57,0.18,0.95,16325.66,0.42,0.57,0.18,0.94,6671.29,0.7099057526784
st18031,22626.36,138.94,22.41,0.67,0.74,0.33,0.96,18296.83,0.56,0.73,0.32,0.93,4329.53,0.808651060090974
st18032,35085.63,175.77,189.01,0.62,0.58,0.19,0.95,25656.63,0.32,0.54,0.16,0.91,9429,0.731257497727702
st18033,17623.78,125.98,22.41,0.38,0.24,0.03,0.88,6703.81,0.15,0.74,0.32,0.75,10919.97,0.380384344334757
st18034,19313.74,135.85,59.38,0.69,0.58,0.19,0.96,12023.53,0.49,0.54,0.16,0.92,7290.21,0.622537633829595
st18035,3035.85,47.52,188.75,0.55,0.72,0.3,0.91,1496.54,0.54,0.67,0.25,0.91,1539.3,0.492955844326959
st18036,16162.48,108.08,50.79,0.41,0.49,0.13,0.9,7722.31,0.31,0.83,0.45,0.85,8440.17,0.477792393246581
st18037,24121.43,150.39,50.79,0.67,0.53,0.15,0.95,18372.56,0.37,0.56,0.17,0.93,5748.87,0.761669602506982
st18038,3660.34,35.39,155.39,0.42,0.95,0.69,0.89,1494.73,0.24,0.96,0.72,0.79,2165.62,0.408358239944923
st18039,28852.81,171.72,356.11,0.63,0.57,0.18,0.95,21748.63,0.39,0.61,0.21,0.92,7104.18,0.753778574773133
st18040,15601.66,120.36,79.61,0.78,0.61,0.21,0.97,9949.9,0.26,0.6,0.2,0.9,5651.76,0.637746239823198
st18041,13665.85,113.3,79.61,0.7,0.48,0.12,0.94,9288.34,0.38,0.7,0.29,0.87,4377.52,0.679675248886824
st18042,28717.84,155.4,56.32,0.49,0.61,0.21,0.93,19533.77,0.4,0.55,0.17,0.93,9184.06,0.68019635181476
st18043,16168.74,124.36,56.32,0.77,0.55,0.17,0.96,12132.58,0.48,0.56,0.17,0.93,4036.16,0.750372632623198
st18044,31878.19,181.84,38.6,0.78,0.48,0.12,0.98,25423.07,0.59,0.54,0.16,0.94,6455.12,0.797506696584718
st18045,9538.61,97.27,38.6,0.75,0.51,0.14,0.97,1374.08,0.38,0.87,0.5,0.9,8164.53,0.144054532054461
st18046,26881.41,164.08,48.84,0.72,0.47,0.12,0.97,17119.24,0.54,0.49,0.13,0.95,9762.17,0.636843082263914
st18047,14342.32,93.84,189.65,0.48,0.86,0.49,0.89,11211.86,0.33,0.87,0.5,0.87,3130.45,0.781732662498118
st18048,29839.02,171.68,73.16,0.63,0.66,0.25,0.94,23404.48,0.48,0.69,0.27,0.93,6434.54,0.784358199431483
st18049,10831.39,85.74,218.38,0.38,0.78,0.38,0.82,6784.77,0.35,0.83,0.44,0.83,4046.62,0.626398827851273
st18050,13669.49,95.42,384.08,0.54,0.65,0.24,0.92,6970.12,0.49,0.59,0.19,0.89,6699.37,0.50990344189871
st18051,22527.32,152.66,216.37,0.77,0.52,0.14,0.98,16441.41,0.46,0.62,0.22,0.93,6085.9,0.7298431415721
st18052,27441.21,169.46,216.37,0.7,0.48,0.12,0.98,17974.57,0.52,0.54,0.16,0.95,9466.63,0.655021043168286
st18053,6528.92,81.21,331.62,0.73,0.39,0.08,0.95,2677.66,0.33,0.61,0.21,0.82,3851.26,0.410122960612169
st18054,21317.1,150.02,172.71,0.69,0.33,0.06,0.96,15408.35,0.52,0.3,0.05,0.94,5908.74,0.722816424372921
st18055,14092.72,100.88,64.27,0.62,0.67,0.26,0.93,9942.63,0.31,0.67,0.26,0.89,4150.1,0.705515329900828
st18056,32801.41,182.87,331.62,0.82,0.61,0.2,0.99,26577.12,0.43,0.7,0.29,0.93,6224.29,0.81024321820312
st18057,27496.7,153.93,64.27,0.76,0.7,0.29,0.97,17556.46,0.19,0.78,0.38,0.8,9940.24,0.638493346474304
st18058,1771.84,24.95,234.6,0.29,0.96,0.73,0.72,686.93,0.37,0.94,0.66,0.77,1084.91,0.38769301968575
st18059,12560.13,108.75,73.21,0.76,0.57,0.18,0.96,8883.64,0.37,0.7,0.29,0.9,3676.49,0.707288857679021
st18060,16253.9,109.62,73.21,0.61,0.71,0.3,0.93,13230.11,0.4,0.69,0.28,0.92,3023.79,0.813965263721322
st18061,21064.77,133.41,86.33,0.72,0.68,0.26,0.97,17605.7,0.39,0.68,0.27,0.93,3459.08,0.835788855040905
st18062,5407.05,59.72,96.96,0.36,0.77,0.37,0.84,3554.59,0.41,0.84,0.45,0.85,1852.46,0.657399136312777
st18063,14512.31,103.19,96.96,0.68,0.78,0.38,0.95,9818.57,0.27,0.84,0.45,0.82,4693.75,0.676568375399919
st18064,28802.21,172.16,348.26,0.75,0.53,0.15,0.97,22160.71,0.37,0.62,0.21,0.93,6641.49,0.769410055686699
st18065,30322.29,172.57,53.16,0.68,0.54,0.16,0.95,24155.2,0.48,0.46,0.11,0.95,6167.09,0.796615295216819
st18066,11050.85,92.4,53.16,0.46,0.7,0.29,0.87,6156.06,0.5,0.74,0.32,0.9,4894.79,0.557066650981599
st18067,7139.43,69.47,164.36,0.63,0.84,0.45,0.95,5002.47,0.44,0.83,0.44,0.91,2136.96,0.700681987217467
st18068,11676.26,85.65,225.26,0.24,0.81,0.41,0.88,7028.79,0.21,0.82,0.43,0.79,4647.47,0.601972720717079
st18069,16018.52,128.49,66.09,0.74,0.44,0.1,0.97,12747.18,0.55,0.48,0.13,0.96,3271.34,0.795777637384727
st18070,22547.33,141.99,66.09,0.72,0.69,0.28,0.96,18387,0.54,0.74,0.32,0.95,4160.33,0.815484582875223
st18071,16856.91,133.59,79.53,0.71,0.47,0.12,0.95,12082.89,0.3,0.43,0.1,0.89,4774.03,0.716791511611559
st18072,19265.07,142.02,79.53,0.79,0.43,0.1,0.98,12879.88,0.43,0.59,0.19,0.92,6385.19,0.668561287345439
st18073,28501.33,159.86,156.47,0.53,0.59,0.19,0.95,22518.56,0.45,0.64,0.23,0.94,5982.77,0.790088041505432
st18074,30292.5,173.91,75.89,0.79,0.62,0.22,0.98,25025.65,0.51,0.71,0.29,0.95,5266.85,0.826133531402162
st18075,23722.87,151.31,325.55,0.58,0.36,0.07,0.94,17627.3,0.49,0.34,0.06,0.94,6095.57,0.743050904043229
st18076,16229.34,131.5,235.86,0.75,0.19,0.02,0.97,10859.02,0.5,0.29,0.04,0.93,5370.32,0.669098065602175
st18077,10048.6,75.88,179.73,0.29,0.87,0.5,0.85,7130.22,0.23,0.86,0.49,0.84,2918.38,0.709573472921601
st18078,23743.11,155.08,46.89,0.74,0.47,0.11,0.97,14839.57,0.55,0.38,0.07,0.93,8903.54,0.62500531733206
st18079,16147.81,127.77,23.56,0.68,0.46,0.11,0.96,5134.15,0.21,0.69,0.28,0.76,11013.67,0.317947139581157
st18080,25998.45,150.7,23.56,0.73,0.72,0.31,0.97,21164.61,0.55,0.7,0.29,0.96,4833.84,0.814071992753414
st18081,17054.2,131.97,120.72,0.74,0.4,0.08,0.97,12443.12,0.53,0.42,0.09,0.93,4611.08,0.729622028591198
st18082,35262.68,179.1,180.85,0.69,0.64,0.23,0.96,25757.84,0.46,0.68,0.27,0.93,9504.84,0.73045610827084
st18083,27298.61,124.23,120.72,0.32,0.83,0.44,0.84,19167.62,0.26,0.83,0.44,0.73,8130.99,0.702146373020458
st18084,20177.15,134.89,149.64,0.66,0.56,0.17,0.97,14224.51,0.28,0.74,0.32,0.88,5952.64,0.704981129644177
st18085,26757.12,160.19,30.23,0.72,0.44,0.1,0.95,21605.69,0.48,0.48,0.13,0.94,5151.43,0.807474421761385
st18086,12645.75,108.16,87.36,0.68,0.63,0.23,0.97,8997.35,0.45,0.7,0.29,0.91,3648.4,0.711492003242196
st18087,3317.28,45.69,115.04,0.37,0.77,0.36,0.85,1165.42,0.2,0.88,0.52,0.71,2151.86,0.351317947233878
st18088,14289.33,116.73,141.62,0.45,0.6,0.2,0.9,10006.08,0.37,0.52,0.15,0.85,4283.25,0.700248367138277
st18089,2594.42,33.8,141.62,0.32,0.9,0.55,0.82,2173.92,0.32,0.89,0.55,0.8,420.5,0.837921385126541
st18090,24530.56,128.41,87.6,0.28,0.86,0.49,0.74,15845.34,0.28,0.72,0.31,0.7,8685.21,0.645942856583788
st18091,26396.09,166.81,131.32,0.7,0.51,0.14,0.97,19684.67,0.51,0.39,0.08,0.94,6711.43,0.745741888287243
st18092,13150.29,114.52,6.48,0.82,0.57,0.18,0.98,10564.74,0.53,0.56,0.17,0.95,2585.55,0.803384564142692
st18093,16272.21,125.31,54.01,0.79,0.58,0.19,0.98,12393.43,0.52,0.6,0.2,0.94,3878.78,0.761631640692936
st18094,18255.78,118.24,87.6,0.46,0.73,0.32,0.92,14969.77,0.58,0.69,0.27,0.95,3286.01,0.820001665226027
st18095,10726.55,104.95,6.48,0.64,0.48,0.12,0.97,4390.48,0.15,0.79,0.38,0.73,6336.07,0.409309610266115
st18096,29472.08,152.17,54.01,0.49,0.55,0.16,0.94,20909.67,0.51,0.6,0.2,0.94,8562.41,0.709473847790858
st18097,11322.28,96.56,223.56,0.51,0.7,0.29,0.9,7025.38,0.36,0.73,0.32,0.89,4296.9,0.620491632427391
st18098,14792.16,114.02,29.57,0.58,0.72,0.31,0.95,10491.73,0.54,0.77,0.36,0.93,4300.42,0.709276400471601
st18099,22667.3,137.05,245.61,0.53,0.55,0.16,0.94,18668.55,0.37,0.55,0.17,0.9,3998.75,0.823589487940778
st18100,19090.19,140.6,29.57,0.64,0.39,0.08,0.96,10144.01,0.17,0.26,0.04,0.85,8946.18,0.531372919808551
st18101,15246.09,125.99,66.96,0.76,0.46,0.11,0.97,9411.14,0.35,0.46,0.11,0.92,5834.94,0.617282201534951
st18102,3791.57,45.11,107.54,0.48,0.8,0.4,0.87,2468.43,0.36,0.76,0.35,0.84,1323.14,0.651031103210543
st18103,17486.07,122.21,80.64,0.73,0.7,0.29,0.96,14243.62,0.54,0.74,0.33,0.95,3242.46,0.814569540211151
st18104,19623.6,139.17,80.64,0.54,0.3,0.05,0.93,15543.21,0.5,0.2,0.02,0.93,4080.39,0.792067204794227
st18105,21621.95,134.25,51.85,0.7,0.75,0.34,0.97,11195.26,0.26,0.83,0.44,0.78,10426.69,0.517772911323909
st18106,26062.24,155.89,51.85,0.65,0.55,0.17,0.95,20644.16,0.42,0.59,0.2,0.93,5418.08,0.792109964454322
st18107,14720.29,123.51,154.2,0.75,0.35,0.06,0.96,11208.34,0.56,0.27,0.04,0.94,3511.95,0.761421140480249
st18108,29284,173.55,109.19,0.78,0.56,0.17,0.98,22167.54,0.42,0.53,0.15,0.94,7116.46,0.756984701543505
st18109,6030.98,52.49,135.79,0.38,0.92,0.6,0.88,2543.25,0.17,0.96,0.73,0.71,3487.73,0.421697634546956
st18110,11443.95,104.12,5.25,0.74,0.59,0.19,0.97,8930.94,0.35,0.61,0.21,0.9,2513,0.780407114676314
st18111,12341.92,111.6,5.25,0.78,0.56,0.17,0.98,9485.51,0.48,0.56,0.17,0.94,2856.41,0.768560321246613
st18112,27121.57,151.25,119.99,0.69,0.58,0.19,0.96,19798.15,0.35,0.64,0.23,0.9,7323.42,0.729978021183877
st18113,17595.58,121.88,25.52,0.52,0.72,0.31,0.94,13676.43,0.41,0.8,0.4,0.92,3919.15,0.777265085890888
st18114,2270,22.9,232.04,0.2,0.82,0.43,0.69,1776.05,0.19,0.83,0.45,0.67,493.96,0.782400881057269
st18115,18728.82,135.24,25.52,0.7,0.45,0.11,0.97,9344.17,0.28,0.62,0.22,0.88,9384.65,0.498919312588834
st18116,16419.24,128.09,64.25,0.74,0.57,0.18,0.97,10854.7,0.58,0.47,0.12,0.96,5564.54,0.661096372304686
st18117,22106.93,140.43,233.83,0.49,0.86,0.49,0.95,13627.08,0.31,0.88,0.52,0.88,8479.85,0.616416662105503
st18118,6563.94,57.23,233.83,0.55,0.89,0.54,0.92,3217.67,0.41,0.84,0.46,0.9,3346.28,0.490204054272282
st18119,17540.31,123.51,18.88,0.5,0.49,0.13,0.92,11001.27,0.33,0.67,0.26,0.89,6539.04,0.627199291232595
st18120,15039.36,126.09,180.2,0.71,0.1,0,0.97,4904.91,0.29,0.74,0.33,0.77,10134.46,0.326138213328227
st18121,31566.06,165.23,62.32,0.51,0.55,0.17,0.92,21357.24,0.31,0.53,0.15,0.88,10208.82,0.67658871585494
st18122,37892.35,188.38,71.06,0.53,0.53,0.15,0.94,29068.41,0.34,0.46,0.11,0.88,8823.94,0.767131360287763
st18123,27352.97,142.06,69.07,0.68,0.8,0.4,0.97,20849.86,0.39,0.8,0.4,0.91,6503.11,0.762252143003118
st18124,28042.28,145.36,69.07,0.59,0.78,0.37,0.92,20059.23,0.45,0.8,0.4,0.91,7983.05,0.715320936813982
st18125,5686.21,54.6,233.46,0.55,0.91,0.59,0.94,3486.03,0.48,0.88,0.52,0.87,2200.19,0.613067403419853
st18126,19516.37,136.51,167.01,0.4,0.43,0.1,0.93,11986.35,0.37,0.68,0.26,0.93,7530.03,0.61416902835927
st18127,16691.01,128.51,189.67,0.61,0.15,0.01,0.96,8995.19,0.33,0.36,0.07,0.9,7695.82,0.538924247244475
st18128,34831.71,175.35,69.96,0.54,0.57,0.18,0.93,26767.81,0.27,0.63,0.22,0.87,8063.9,0.768489689423804
st18129,24461.99,138.77,79.86,0.69,0.77,0.36,0.97,18214.05,0.36,0.75,0.33,0.92,6247.94,0.744585783903926
st18130,30162.3,153.32,79.86,0.66,0.76,0.35,0.96,20387.17,0.45,0.77,0.37,0.92,9775.13,0.675915629776244
st18131,22470.92,138.42,155.87,0.43,0.54,0.16,0.91,13227.5,0.33,0.67,0.26,0.92,9243.42,0.588649685905161
st18132,21191.79,142.1,236.02,0.64,0.39,0.08,0.95,9677.11,0.28,0.71,0.3,0.89,11514.67,0.456644294795296
