,tubule_diameters,tubule_sizes,tubule_distance_to_closest_instance,sampleID,Time_score
1036,20.33,914.8,4.05,VALIGA_mhnhhiaij6,591
1037,12.96,271.88,2.57,VALIGA_mhnhhiaij6,591
1038,16.87,269.72,11.31,VALIGA_mhnhhiaij6,591
1039,30.08,1025.1,20.21,VALIGA_mhnhhiaij6,591
1040,34.67,1473.23,3.77,VALIGA_mhnhhiaij6,591
1041,52.91,2898.03,2.05,VALIGA_mhnhhiaij6,591
1042,23.9,527.5,3.65,VALIGA_mhnhhiaij6,591
1043,20.02,555.48,27.61,VALIGA_mhnhhiaij6,591
1044,33.38,1267.99,7.09,VALIGA_mhnhhiaij6,591
1045,21.94,1084.23,7.24,VALIGA_mhnhhiaij6,591
1046,13.89,256.64,30.24,VALIGA_mhnhhiaij6,591
1047,50.67,6591.46,3.32,VALIGA_mhnhhiaij6,591
1048,40.0,1543.62,2.43,VALIGA_mhnhhiaij6,591
1049,15.38,313.73,12.26,VALIGA_mhnhhiaij6,591
1050,19.56,355.35,4.23,VALIGA_mhnhhiaij6,591
1051,45.23,2820.14,3.47,VALIGA_mhnhhiaij6,591
1052,26.5,1167.01,2.78,VALIGA_mhnhhiaij6,591
1053,33.67,1189.98,2.43,VALIGA_mhnhhiaij6,591
1054,37.48,1474.49,0.34,VALIGA_mhnhhiaij6,591
1055,48.28,2176.42,3.34,VALIGA_mhnhhiaij6,591
1056,29.5,2164.03,7.87,VALIGA_mhnhhiaij6,591
1057,30.5,1224.44,2.26,VALIGA_mhnhhiaij6,591
1058,14.79,220.14,11.47,VALIGA_mhnhhiaij6,591
1059,63.69,5408.64,2.26,VALIGA_mhnhhiaij6,591
1060,16.66,276.09,16.0,VALIGA_mhnhhiaij6,591
1061,41.32,1480.51,6.63,VALIGA_mhnhhiaij6,591
1062,30.59,1026.12,3.34,VALIGA_mhnhhiaij6,591
1063,19.6,490.09,6.74,VALIGA_mhnhhiaij6,591
1064,46.32,9175.99,2.05,VALIGA_mhnhhiaij6,591
1065,31.38,1023.17,4.5,VALIGA_mhnhhiaij6,591
1066,58.19,4262.33,2.36,VALIGA_mhnhhiaij6,591
1067,45.0,3330.81,3.63,VALIGA_mhnhhiaij6,591
1068,19.57,478.27,6.74,VALIGA_mhnhhiaij6,591
1069,36.8,1544.08,5.73,VALIGA_mhnhhiaij6,591
1070,33.83,2669.24,7.63,VALIGA_mhnhhiaij6,591
1071,49.2,5168.26,1.82,VALIGA_mhnhhiaij6,591
1072,29.81,1365.55,3.93,VALIGA_mhnhhiaij6,591
1073,49.1,6549.84,3.63,VALIGA_mhnhhiaij6,591
1074,34.4,1584.78,3.32,VALIGA_mhnhhiaij6,591
1075,37.54,3723.79,3.2,VALIGA_mhnhhiaij6,591
1076,36.02,1887.6,5.07,VALIGA_mhnhhiaij6,591
1077,36.65,1622.54,5.25,VALIGA_mhnhhiaij6,591
1078,19.6,384.46,2.36,VALIGA_mhnhhiaij6,591
1079,29.28,2813.2,1.69,VALIGA_mhnhhiaij6,591
1080,31.02,1238.42,10.24,VALIGA_mhnhhiaij6,591
1081,42.53,3508.99,8.6,VALIGA_mhnhhiaij6,591
1082,24.18,786.99,0.95,VALIGA_mhnhhiaij6,591
1083,41.14,5926.94,1.69,VALIGA_mhnhhiaij6,591
1084,74.56,7503.31,0.95,VALIGA_mhnhhiaij6,591
1085,14.08,603.01,11.76,VALIGA_mhnhhiaij6,591
1086,30.48,927.99,1.39,VALIGA_mhnhhiaij6,591
1087,34.89,1869.86,15.16,VALIGA_mhnhhiaij6,591
1088,42.47,2562.47,1.39,VALIGA_mhnhhiaij6,591
1089,38.45,2657.3,3.32,VALIGA_mhnhhiaij6,591
1090,34.12,1320.63,7.08,VALIGA_mhnhhiaij6,591
1091,40.74,2982.74,2.02,VALIGA_mhnhhiaij6,591
1092,21.59,1234.21,2.72,VALIGA_mhnhhiaij6,591
1093,64.62,5849.27,1.91,VALIGA_mhnhhiaij6,591
1094,31.75,1024.53,2.7,VALIGA_mhnhhiaij6,591
1095,72.39,10651.04,1.82,VALIGA_mhnhhiaij6,591
1096,18.22,453.02,0.34,VALIGA_mhnhhiaij6,591
1097,73.52,12463.25,1.07,VALIGA_mhnhhiaij6,591
1098,37.48,3004.8,3.58,VALIGA_mhnhhiaij6,591
1099,29.86,2265.23,1.51,VALIGA_mhnhhiaij6,591
1100,83.74,15683.99,1.01,VALIGA_mhnhhiaij6,591
1101,19.08,391.96,2.13,VALIGA_mhnhhiaij6,591
1102,42.47,3330.81,13.84,VALIGA_mhnhhiaij6,591
1103,31.02,1881.11,7.4,VALIGA_mhnhhiaij6,591
1104,22.27,850.1,4.38,VALIGA_mhnhhiaij6,591
1105,32.94,1317.91,1.97,VALIGA_mhnhhiaij6,591
1106,72.09,9060.35,1.51,VALIGA_mhnhhiaij6,591
1107,26.38,1260.82,8.77,VALIGA_mhnhhiaij6,591
1108,71.39,16343.85,0.95,VALIGA_mhnhhiaij6,591
1109,12.72,242.32,8.04,VALIGA_mhnhhiaij6,591
1110,63.16,5636.18,1.51,VALIGA_mhnhhiaij6,591
1111,36.51,6704.03,1.69,VALIGA_mhnhhiaij6,591
1112,32.6,1627.54,1.72,VALIGA_mhnhhiaij6,591
1113,34.05,1339.17,9.33,VALIGA_mhnhhiaij6,591
1114,34.98,3076.89,3.58,VALIGA_mhnhhiaij6,591
1115,19.45,405.04,10.39,VALIGA_mhnhhiaij6,591
1116,31.12,1315.18,2.38,VALIGA_mhnhhiaij6,591
1117,36.51,2458.08,2.05,VALIGA_mhnhhiaij6,591
1118,44.13,2389.63,1.51,VALIGA_mhnhhiaij6,591
1119,20.05,738.21,10.46,VALIGA_mhnhhiaij6,591
1120,77.82,14042.57,1.39,VALIGA_mhnhhiaij6,591
1121,23.76,570.49,1.01,VALIGA_mhnhhiaij6,591
1122,26.34,620.06,3.65,VALIGA_mhnhhiaij6,591
1123,31.0,1156.66,29.71,VALIGA_mhnhhiaij6,591
1124,37.8,1830.85,4.06,VALIGA_mhnhhiaij6,591
1125,46.4,6302.3,2.57,VALIGA_mhnhhiaij6,591
1126,29.22,1690.65,9.8,VALIGA_mhnhhiaij6,591
1127,28.37,1401.14,0.34,VALIGA_mhnhhiaij6,591
1128,46.75,3267.13,1.35,VALIGA_mhnhhiaij6,591
1129,31.09,1123.92,1.51,VALIGA_mhnhhiaij6,591
1130,31.14,1314.27,2.45,VALIGA_mhnhhiaij6,591
1131,44.92,7402.67,3.77,VALIGA_mhnhhiaij6,591
1132,19.45,381.84,2.38,VALIGA_mhnhhiaij6,591
1133,37.73,3185.49,5.4,VALIGA_mhnhhiaij6,591
1134,77.91,20421.74,1.22,VALIGA_mhnhhiaij6,591
1135,33.55,1586.83,1.82,VALIGA_mhnhhiaij6,591
1136,40.06,1491.31,2.7,VALIGA_mhnhhiaij6,591
1137,31.37,1318.59,8.27,VALIGA_mhnhhiaij6,591
1138,22.09,537.62,13.53,VALIGA_mhnhhiaij6,591
1139,23.56,901.27,1.01,VALIGA_mhnhhiaij6,591
1140,31.81,1495.18,1.39,VALIGA_mhnhhiaij6,591
1141,30.82,3159.45,3.03,VALIGA_mhnhhiaij6,591
1142,26.68,710.12,3.02,VALIGA_mhnhhiaij6,591
1143,35.23,1665.52,1.01,VALIGA_mhnhhiaij6,591
1144,27.65,919.69,1.35,VALIGA_mhnhhiaij6,591
1145,49.75,8080.39,2.43,VALIGA_mhnhhiaij6,591
1146,27.45,1199.76,3.02,VALIGA_mhnhhiaij6,591
1147,19.46,846.92,0.34,VALIGA_mhnhhiaij6,591
1148,32.69,1138.24,2.16,VALIGA_mhnhhiaij6,591
1149,46.07,3227.67,1.51,VALIGA_mhnhhiaij6,591
1150,15.08,810.3,0.34,VALIGA_mhnhhiaij6,591
1151,17.86,322.82,9.28,VALIGA_mhnhhiaij6,591
1152,15.38,242.43,4.52,VALIGA_mhnhhiaij6,591
1153,37.82,1724.31,2.88,VALIGA_mhnhhiaij6,591
1154,49.31,6552.12,1.69,VALIGA_mhnhhiaij6,591
1155,20.82,549.68,12.64,VALIGA_mhnhhiaij6,591
1156,40.58,5380.22,1.22,VALIGA_mhnhhiaij6,591
1157,12.6,185.92,8.85,VALIGA_mhnhhiaij6,591
1158,37.41,2929.3,1.69,VALIGA_mhnhhiaij6,591
1159,29.57,3136.14,3.77,VALIGA_mhnhhiaij6,591
1160,65.26,8544.55,0.95,VALIGA_mhnhhiaij6,591
1161,39.47,6282.62,0.34,VALIGA_mhnhhiaij6,591
1162,15.69,471.9,2.45,VALIGA_mhnhhiaij6,591
1163,22.51,822.47,3.02,VALIGA_mhnhhiaij6,591
1164,45.71,4352.16,1.35,VALIGA_mhnhhiaij6,591
1165,16.33,348.52,1.22,VALIGA_mhnhhiaij6,591
1166,57.44,10717.0,1.35,VALIGA_mhnhhiaij6,591
1167,28.14,1985.73,2.38,VALIGA_mhnhhiaij6,591
1168,30.58,1972.54,0.95,VALIGA_mhnhhiaij6,591
1169,19.57,552.18,6.08,VALIGA_mhnhhiaij6,591
1170,39.12,3216.08,3.02,VALIGA_mhnhhiaij6,591
1171,27.31,1016.0,7.4,VALIGA_mhnhhiaij6,591
1172,30.54,1601.95,1.97,VALIGA_mhnhhiaij6,591
1173,15.51,263.13,6.08,VALIGA_mhnhhiaij6,591
1174,21.51,670.32,2.16,VALIGA_mhnhhiaij6,591
1175,22.67,762.88,5.4,VALIGA_mhnhhiaij6,591
1176,24.95,1637.77,3.77,VALIGA_mhnhhiaij6,591
1177,27.13,2028.48,5.06,VALIGA_mhnhhiaij6,591
1178,28.33,1016.46,7.76,VALIGA_mhnhhiaij6,591
1179,12.88,195.47,6.95,VALIGA_mhnhhiaij6,591
1180,9.73,292.12,5.06,VALIGA_mhnhhiaij6,591
1181,14.23,483.38,2.26,VALIGA_mhnhhiaij6,591
1182,15.41,696.59,6.55,VALIGA_mhnhhiaij6,591
1183,12.88,209.11,3.05,VALIGA_mhnhhiaij6,591
1184,22.02,744.69,5.33,VALIGA_mhnhhiaij6,591
1185,26.68,1061.15,9.5,VALIGA_mhnhhiaij6,591
1186,10.79,279.84,2.43,VALIGA_mhnhhiaij6,591
1187,32.55,1248.09,16.86,VALIGA_mhnhhiaij6,591
1188,34.45,1813.34,8.85,VALIGA_mhnhhiaij6,591
1189,21.43,529.66,8.85,VALIGA_mhnhhiaij6,591
1190,48.68,3325.35,3.02,VALIGA_mhnhhiaij6,591
1191,23.21,474.4,1.35,VALIGA_mhnhhiaij6,591
1192,25.28,1262.07,2.86,VALIGA_mhnhhiaij6,591
1193,19.45,450.86,1.01,VALIGA_mhnhhiaij6,591
1194,19.92,606.76,0.34,VALIGA_qtsqcpp0kw,280
1195,17.23,1812.21,0.34,VALIGA_qtsqcpp0kw,280
1196,43.34,1959.46,1.22,VALIGA_qtsqcpp0kw,280
1197,14.53,505.1,1.22,VALIGA_qtsqcpp0kw,280
1198,12.54,193.65,4.72,VALIGA_qtsqcpp0kw,280
1199,40.82,2285.24,1.22,VALIGA_qtsqcpp0kw,280
1200,19.66,733.32,2.7,VALIGA_qtsqcpp0kw,280
1201,34.99,2014.84,2.13,VALIGA_qtsqcpp0kw,280
1202,31.99,3346.28,0.75,VALIGA_qtsqcpp0kw,280
1203,22.18,667.03,2.13,VALIGA_qtsqcpp0kw,280
1204,26.3,1255.93,1.39,VALIGA_qtsqcpp0kw,280
1205,13.28,617.79,0.34,VALIGA_qtsqcpp0kw,280
1206,24.87,841.91,1.39,VALIGA_qtsqcpp0kw,280
1207,11.93,353.53,0.48,VALIGA_qtsqcpp0kw,280
1208,15.53,632.69,0.75,VALIGA_qtsqcpp0kw,280
1209,23.23,1193.62,1.39,VALIGA_qtsqcpp0kw,280
1210,22.67,819.06,1.07,VALIGA_qtsqcpp0kw,280
1211,24.28,1039.54,0.34,VALIGA_qtsqcpp0kw,280
1212,32.88,1336.33,1.35,VALIGA_qtsqcpp0kw,280
1213,21.96,911.5,0.48,VALIGA_qtsqcpp0kw,280
1214,10.66,209.23,3.52,VALIGA_qtsqcpp0kw,280
1215,35.05,1616.17,1.01,VALIGA_qtsqcpp0kw,280
1216,10.56,340.79,1.39,VALIGA_qtsqcpp0kw,280
1217,27.86,953.69,1.07,VALIGA_qtsqcpp0kw,280
1218,25.59,963.81,1.01,VALIGA_qtsqcpp0kw,280
1219,21.68,784.03,0.34,VALIGA_qtsqcpp0kw,280
1220,10.56,248.8,3.11,VALIGA_qtsqcpp0kw,280
1221,20.24,576.29,0.67,VALIGA_qtsqcpp0kw,280
1222,24.29,714.9,1.35,VALIGA_qtsqcpp0kw,280
1223,21.88,545.13,2.36,VALIGA_qtsqcpp0kw,280
1224,17.7,516.25,2.36,VALIGA_qtsqcpp0kw,280
1225,21.59,703.53,1.43,VALIGA_qtsqcpp0kw,280
1226,42.23,2093.18,1.01,VALIGA_qtsqcpp0kw,280
1227,22.93,849.53,1.22,VALIGA_qtsqcpp0kw,280
1228,27.68,873.3,1.97,VALIGA_qtsqcpp0kw,280
1229,47.9,3347.07,1.07,VALIGA_qtsqcpp0kw,280
1230,15.74,639.51,1.07,VALIGA_qtsqcpp0kw,280
1231,10.79,356.37,0.34,VALIGA_qtsqcpp0kw,280
1232,37.77,1659.83,0.67,VALIGA_qtsqcpp0kw,280
1233,51.72,4359.1,0.95,VALIGA_qtsqcpp0kw,280
1234,27.53,869.54,1.97,VALIGA_qtsqcpp0kw,280
1235,41.07,1740.11,0.95,VALIGA_qtsqcpp0kw,280
1236,48.0,2988.54,1.01,VALIGA_qtsqcpp0kw,280
1237,26.85,916.51,2.05,VALIGA_qtsqcpp0kw,280
1238,17.59,608.01,0.95,VALIGA_qtsqcpp0kw,280
1239,26.3,961.42,1.35,VALIGA_qtsqcpp0kw,280
1240,21.79,463.94,1.22,VALIGA_qtsqcpp0kw,280
1241,22.89,882.05,1.69,VALIGA_qtsqcpp0kw,280
1242,20.64,797.79,0.67,VALIGA_qtsqcpp0kw,280
1243,34.84,1259.23,2.13,VALIGA_qtsqcpp0kw,280
1244,27.77,1132.1,1.69,VALIGA_qtsqcpp0kw,280
1245,22.46,768.57,1.22,VALIGA_qtsqcpp0kw,280
1246,21.0,768.8,1.07,VALIGA_qtsqcpp0kw,280
1247,28.68,835.77,2.13,VALIGA_qtsqcpp0kw,280
1248,25.59,915.94,1.35,VALIGA_qtsqcpp0kw,280
1249,23.49,829.41,1.22,VALIGA_qtsqcpp0kw,280
1250,22.46,837.02,1.22,VALIGA_qtsqcpp0kw,280
1251,21.0,954.94,1.22,VALIGA_qtsqcpp0kw,280
1252,30.5,1341.22,1.01,VALIGA_qtsqcpp0kw,280
1253,30.05,955.06,1.07,VALIGA_qtsqcpp0kw,280
1254,20.39,735.71,2.13,VALIGA_qtsqcpp0kw,280
1255,12.8,491.12,0.34,VALIGA_qtsqcpp0kw,280
1256,38.45,2040.88,1.35,VALIGA_qtsqcpp0kw,280
1257,25.63,680.56,1.07,VALIGA_qtsqcpp0kw,280
1258,47.27,2322.65,1.01,VALIGA_qtsqcpp0kw,280
1259,25.18,1007.36,1.69,VALIGA_qtsqcpp0kw,280
1260,68.79,6550.3,1.69,VALIGA_qtsqcpp0kw,280
1261,21.72,797.22,1.01,VALIGA_qtsqcpp0kw,280
1262,20.78,769.71,0.95,VALIGA_qtsqcpp0kw,280
1263,73.67,16433.0,1.22,VALIGA_qtsqcpp0kw,280
1264,20.02,702.05,1.39,VALIGA_qtsqcpp0kw,280
1265,17.96,520.0,1.39,VALIGA_qtsqcpp0kw,280
1266,35.8,1352.02,3.2,VALIGA_qtsqcpp0kw,280
1267,52.48,2591.81,0.95,VALIGA_qtsqcpp0kw,280
1268,49.98,2713.48,1.35,VALIGA_qtsqcpp0kw,280
1269,12.8,273.59,12.84,VALIGA_qtsqcpp0kw,280
1270,79.59,6254.2,1.69,VALIGA_qtsqcpp0kw,280
1271,22.42,682.15,1.39,VALIGA_qtsqcpp0kw,280
1272,11.52,394.12,0.67,VALIGA_qtsqcpp0kw,280
1273,19.31,540.24,0.95,VALIGA_qtsqcpp0kw,280
1274,43.73,3105.44,1.69,VALIGA_qtsqcpp0kw,280
1275,14.16,482.25,0.67,VALIGA_qtsqcpp0kw,280
1276,18.52,622.57,1.07,VALIGA_qtsqcpp0kw,280
1277,26.86,1126.3,2.36,VALIGA_qtsqcpp0kw,280
1278,34.24,1502.34,1.07,VALIGA_qtsqcpp0kw,280
1279,28.61,1762.17,1.69,VALIGA_qtsqcpp0kw,280
1280,35.02,1884.3,0.95,VALIGA_qtsqcpp0kw,280
1281,47.9,2227.02,1.01,VALIGA_qtsqcpp0kw,280
1282,26.03,929.7,0.95,VALIGA_qtsqcpp0kw,280
1283,38.34,2261.7,1.01,VALIGA_qtsqcpp0kw,280
1284,17.59,380.48,1.22,VALIGA_qtsqcpp0kw,280
1285,13.28,187.74,1.82,VALIGA_qtsqcpp0kw,280
1286,69.77,6011.65,3.2,VALIGA_qtsqcpp0kw,280
1287,60.34,4386.61,0.95,VALIGA_qtsqcpp0kw,280
1288,52.07,3001.28,1.01,VALIGA_qtsqcpp0kw,280
1289,19.56,785.51,1.51,VALIGA_qtsqcpp0kw,280
1290,40.61,2197.8,1.01,VALIGA_qtsqcpp0kw,280
1291,32.58,1572.73,3.77,VALIGA_qtsqcpp0kw,280
1292,24.32,760.38,1.69,VALIGA_qtsqcpp0kw,280
1293,31.81,2941.92,0.34,VALIGA_qtsqcpp0kw,280
1294,27.15,1870.99,1.69,VALIGA_kxn47jtsj7,490
1295,29.22,2847.2,0.34,VALIGA_kxn47jtsj7,490
1296,22.12,1132.78,1.69,VALIGA_kxn47jtsj7,490
1297,24.02,1144.95,0.34,VALIGA_kxn47jtsj7,490
1298,14.85,334.54,13.44,VALIGA_kxn47jtsj7,490
1299,32.58,1111.86,2.16,VALIGA_kxn47jtsj7,490
1300,40.04,3856.27,0.34,VALIGA_kxn47jtsj7,490
1301,42.89,2104.21,8.6,VALIGA_kxn47jtsj7,490
1302,34.04,5898.85,1.35,VALIGA_kxn47jtsj7,490
1303,13.49,253.8,3.84,VALIGA_kxn47jtsj7,490
1304,34.72,1525.09,1.39,VALIGA_kxn47jtsj7,490
1305,14.48,576.85,0.34,VALIGA_kxn47jtsj7,490
1306,40.42,7878.67,4.68,VALIGA_kxn47jtsj7,490
1307,10.66,228.56,5.4,VALIGA_kxn47jtsj7,490
1308,20.48,708.53,0.48,VALIGA_kxn47jtsj7,490
1309,26.99,1609.46,0.34,VALIGA_kxn47jtsj7,490
1310,40.87,4370.81,1.35,VALIGA_kxn47jtsj7,490
1311,22.54,521.25,3.18,VALIGA_kxn47jtsj7,490
1312,16.75,425.62,1.97,VALIGA_kxn47jtsj7,490
1313,17.55,915.48,0.34,VALIGA_kxn47jtsj7,490
1314,85.1,12943.11,0.95,VALIGA_kxn47jtsj7,490
1315,17.34,389.91,2.13,VALIGA_kxn47jtsj7,490
1316,30.2,2341.98,2.9,VALIGA_kxn47jtsj7,490
1317,16.53,775.73,1.35,VALIGA_kxn47jtsj7,490
1318,13.28,400.37,0.34,VALIGA_kxn47jtsj7,490
1319,38.18,2907.69,1.51,VALIGA_kxn47jtsj7,490
1320,35.48,2226.0,1.82,VALIGA_kxn47jtsj7,490
1321,30.2,2020.75,1.51,VALIGA_kxn47jtsj7,490
1322,16.03,443.36,1.72,VALIGA_kxn47jtsj7,490
1323,18.79,382.75,7.45,VALIGA_kxn47jtsj7,490
1324,16.3,282.0,4.12,VALIGA_kxn47jtsj7,490
1325,25.34,730.82,3.18,VALIGA_kxn47jtsj7,490
1326,22.25,1391.02,1.82,VALIGA_kxn47jtsj7,490
1327,29.0,6042.13,1.22,VALIGA_kxn47jtsj7,490
1328,42.11,7083.03,3.71,VALIGA_kxn47jtsj7,490
1329,13.49,489.41,0.34,VALIGA_kxn47jtsj7,490
1330,23.69,956.87,1.35,VALIGA_kxn47jtsj7,490
1331,15.39,336.7,8.23,VALIGA_kxn47jtsj7,490
1332,17.53,1153.71,1.69,VALIGA_kxn47jtsj7,490
1333,11.8,364.78,0.34,VALIGA_kxn47jtsj7,490
1334,17.19,416.41,5.74,VALIGA_kxn47jtsj7,490
1335,16.7,388.78,1.51,VALIGA_kxn47jtsj7,490
1336,15.22,515.11,1.35,VALIGA_kxn47jtsj7,490
1337,31.09,2167.89,5.41,VALIGA_kxn47jtsj7,490
1338,46.69,8525.22,1.22,VALIGA_kxn47jtsj7,490
1339,38.62,4035.82,1.51,VALIGA_kxn47jtsj7,490
1340,42.89,2532.9,1.35,VALIGA_kxn47jtsj7,490
1341,22.97,912.41,0.34,VALIGA_kxn47jtsj7,490
1342,24.28,513.18,4.38,VALIGA_kxn47jtsj7,490
1343,20.51,923.22,1.69,VALIGA_kxn47jtsj7,490
1344,32.44,2042.36,1.43,VALIGA_kxn47jtsj7,490
1345,18.16,1435.94,0.34,VALIGA_kxn47jtsj7,490
1346,24.44,2431.47,1.82,VALIGA_kxn47jtsj7,490
1347,20.41,517.04,2.9,VALIGA_kxn47jtsj7,490
1348,18.88,680.22,4.52,VALIGA_kxn47jtsj7,490
1349,12.4,190.58,4.38,VALIGA_kxn47jtsj7,490
1350,38.61,9731.92,1.01,VALIGA_kxn47jtsj7,490
1351,42.01,2521.42,1.69,VALIGA_kxn47jtsj7,490
1352,15.53,357.96,3.03,VALIGA_kxn47jtsj7,490
1353,29.13,3808.51,1.01,VALIGA_kxn47jtsj7,490
1354,17.19,522.39,1.39,VALIGA_kxn47jtsj7,490
1355,41.16,4678.28,1.43,VALIGA_kxn47jtsj7,490
1356,34.69,1814.02,8.12,VALIGA_kxn47jtsj7,490
1357,18.35,660.77,0.34,VALIGA_kxn47jtsj7,490
1358,29.0,2546.89,1.69,VALIGA_kxn47jtsj7,490
1359,31.7,1671.43,2.36,VALIGA_kxn47jtsj7,490
1360,15.92,241.98,2.72,VALIGA_kxn47jtsj7,490
1361,40.34,1974.02,0.34,VALIGA_kxn47jtsj7,490
1362,38.61,4433.58,1.07,VALIGA_kxn47jtsj7,490
1363,37.7,2127.53,4.32,VALIGA_kxn47jtsj7,490
1364,22.82,562.87,1.01,VALIGA_kxn47jtsj7,490
1365,21.07,449.95,2.72,VALIGA_kxn47jtsj7,490
1366,28.37,1738.41,1.39,VALIGA_kxn47jtsj7,490
1367,43.4,3814.42,4.4,VALIGA_kxn47jtsj7,490
1368,11.52,286.21,4.07,VALIGA_kxn47jtsj7,490
1369,20.23,608.01,4.72,VALIGA_kxn47jtsj7,490
1370,32.6,1116.64,1.22,VALIGA_kxn47jtsj7,490
1371,15.16,264.04,9.26,VALIGA_kxn47jtsj7,490
1372,19.08,1632.54,1.35,VALIGA_kxn47jtsj7,490
1373,33.16,1932.28,0.34,VALIGA_kxn47jtsj7,490
1374,36.69,4693.18,1.01,VALIGA_kxn47jtsj7,490
1375,45.86,2856.75,1.97,VALIGA_kxn47jtsj7,490
1376,18.7,382.64,2.02,VALIGA_kxn47jtsj7,490
1377,26.3,1853.94,6.03,VALIGA_kxn47jtsj7,490
1378,17.65,337.83,2.86,VALIGA_kxn47jtsj7,490
1379,33.48,1688.6,1.97,VALIGA_kxn47jtsj7,490
1380,50.37,4706.03,1.22,VALIGA_kxn47jtsj7,490
1381,14.93,260.17,1.01,VALIGA_kxn47jtsj7,490
1382,28.72,1757.62,1.07,VALIGA_kxn47jtsj7,490
1383,45.87,2156.86,3.18,VALIGA_kxn47jtsj7,490
1384,33.72,3501.6,1.51,VALIGA_kxn47jtsj7,490
1385,49.46,5415.92,3.18,VALIGA_kxn47jtsj7,490
1386,17.59,989.17,0.34,VALIGA_kxn47jtsj7,490
1387,28.83,4036.27,0.67,VALIGA_kxn47jtsj7,490
1388,24.88,829.18,2.72,VALIGA_kxn47jtsj7,490
1389,19.84,1878.73,1.01,VALIGA_kxn47jtsj7,490
1390,51.08,3317.39,2.36,VALIGA_kxn47jtsj7,490
1391,38.82,2712.34,1.69,VALIGA_kxn47jtsj7,490
1392,42.83,1918.3,5.65,VALIGA_kxn47jtsj7,490
1393,45.31,4538.64,0.34,VALIGA_kxn47jtsj7,490
1394,35.21,1931.49,1.69,VALIGA_v7wihwogxd,66
1395,56.11,12536.02,0.34,VALIGA_v7wihwogxd,66
1396,51.89,5913.97,1.35,VALIGA_v7wihwogxd,66
1397,54.71,3601.33,1.51,VALIGA_v7wihwogxd,66
1398,33.38,1509.05,1.69,VALIGA_v7wihwogxd,66
1399,11.8,392.19,0.34,VALIGA_v7wihwogxd,66
1400,60.49,14207.91,1.22,VALIGA_v7wihwogxd,66
1401,32.89,3664.89,1.22,VALIGA_v7wihwogxd,66
1402,39.29,2739.17,2.13,VALIGA_v7wihwogxd,66
1403,32.63,1928.76,2.13,VALIGA_v7wihwogxd,66
1404,13.09,260.97,2.16,VALIGA_v7wihwogxd,66
1405,25.09,1044.09,1.22,VALIGA_v7wihwogxd,66
1406,40.74,2056.8,2.36,VALIGA_v7wihwogxd,66
1407,26.3,1213.18,1.82,VALIGA_v7wihwogxd,66
1408,49.39,4357.62,3.47,VALIGA_v7wihwogxd,66
1409,31.81,1136.65,4.72,VALIGA_v7wihwogxd,66
1410,9.47,215.6,5.44,VALIGA_v7wihwogxd,66
1411,21.58,1040.11,8.75,VALIGA_v7wihwogxd,66
1412,23.6,1096.97,2.38,VALIGA_v7wihwogxd,66
1413,16.03,910.82,0.75,VALIGA_v7wihwogxd,66
1414,16.21,518.18,0.75,VALIGA_v7wihwogxd,66
1415,13.51,348.52,0.34,VALIGA_v7wihwogxd,66
1416,39.03,1733.29,1.07,VALIGA_v7wihwogxd,66
1417,37.59,2148.79,2.16,VALIGA_v7wihwogxd,66
1418,40.4,2579.3,2.13,VALIGA_v7wihwogxd,66
1419,55.56,5938.42,2.63,VALIGA_v7wihwogxd,66
1420,30.71,1177.36,2.57,VALIGA_v7wihwogxd,66
1421,25.18,1602.3,3.02,VALIGA_v7wihwogxd,66
1422,24.32,890.01,1.35,VALIGA_v7wihwogxd,66
1423,45.31,6019.61,1.35,VALIGA_v7wihwogxd,66
1424,39.12,2788.64,1.22,VALIGA_v7wihwogxd,66
1425,46.92,4466.89,1.69,VALIGA_v7wihwogxd,66
1426,31.21,1822.78,2.7,VALIGA_v7wihwogxd,66
1427,52.76,2540.64,1.51,VALIGA_v7wihwogxd,66
1428,21.43,1041.82,2.45,VALIGA_v7wihwogxd,66
1429,53.89,6845.38,0.34,VALIGA_v7wihwogxd,66
1430,22.46,779.03,4.05,VALIGA_v7wihwogxd,66
1431,20.95,1225.69,2.43,VALIGA_v7wihwogxd,66
1432,25.75,1866.22,3.58,VALIGA_v7wihwogxd,66
1433,22.94,751.29,2.36,VALIGA_v7wihwogxd,66
1434,40.54,4907.98,1.07,VALIGA_v7wihwogxd,66
1435,53.65,5004.18,1.69,VALIGA_v7wihwogxd,66
1436,63.43,4691.47,1.69,VALIGA_v7wihwogxd,66
1437,40.34,1568.07,1.51,VALIGA_v7wihwogxd,66
1438,102.71,11063.13,1.69,VALIGA_v7wihwogxd,66
1439,46.27,4760.95,1.69,VALIGA_v7wihwogxd,66
1440,17.92,790.29,1.91,VALIGA_v7wihwogxd,66
1441,22.89,566.85,2.57,VALIGA_v7wihwogxd,66
1442,46.03,6426.69,0.34,VALIGA_v7wihwogxd,66
1443,56.11,7275.2,1.35,VALIGA_v7wihwogxd,66
1444,21.62,1085.37,1.97,VALIGA_v7wihwogxd,66
1445,27.65,986.33,1.69,VALIGA_v7wihwogxd,66
1446,75.71,11901.06,1.69,VALIGA_v7wihwogxd,66
1447,67.26,6557.69,2.7,VALIGA_v7wihwogxd,66
1448,44.78,3037.44,3.11,VALIGA_v7wihwogxd,66
1449,50.26,3598.14,1.51,VALIGA_v7wihwogxd,66
