,tubule_diameters,tubule_sizes,tubule_distance_to_closest_instance,sampleID,Time_score
24991,36.65,2526.76,1.51,VALIGA_3ma8tbh727,340
24992,40.25,6960.22,10.48,VALIGA_3ma8tbh727,340
24993,16.9,607.56,7.43,VALIGA_3ma8tbh727,340
24994,26.72,3298.86,1.22,VALIGA_49h3ui7bcx,429
24995,28.65,1066.95,2.13,VALIGA_49h3ui7bcx,429
24996,22.42,537.85,0.34,VALIGA_49h3ui7bcx,429
24997,22.51,1004.18,1.69,VALIGA_49h3ui7bcx,429
24998,19.6,663.27,0.75,VALIGA_49h3ui7bcx,429
24999,21.0,558.21,2.63,VALIGA_49h3ui7bcx,429
25000,23.83,726.95,4.23,VALIGA_49h3ui7bcx,429
25001,29.03,1178.04,0.34,VALIGA_49h3ui7bcx,429
25002,27.65,980.53,4.77,VALIGA_49h3ui7bcx,429
25003,36.47,1488.13,3.63,VALIGA_49h3ui7bcx,429
25004,26.3,657.93,1.35,VALIGA_49h3ui7bcx,429
25005,11.45,256.53,0.34,VALIGA_49h3ui7bcx,429
25006,23.6,548.2,6.15,VALIGA_49h3ui7bcx,429
25007,16.19,289.96,2.38,VALIGA_49h3ui7bcx,429
25008,22.02,561.28,2.36,VALIGA_49h3ui7bcx,429
25009,39.24,1566.48,2.13,VALIGA_49h3ui7bcx,429
25010,28.61,932.2,3.52,VALIGA_49h3ui7bcx,429
25011,18.7,615.4,4.05,VALIGA_49h3ui7bcx,429
25012,30.47,948.57,0.34,VALIGA_49h3ui7bcx,429
25013,13.51,528.87,0.34,VALIGA_49h3ui7bcx,429
25014,20.95,483.84,6.74,VALIGA_49h3ui7bcx,429
25015,20.41,463.6,9.06,VALIGA_49h3ui7bcx,429
25016,27.09,792.45,0.34,VALIGA_49h3ui7bcx,429
25017,22.25,607.21,4.07,VALIGA_49h3ui7bcx,429
25018,21.59,752.65,3.84,VALIGA_49h3ui7bcx,429
25019,24.32,666.69,3.77,VALIGA_49h3ui7bcx,429
25020,21.0,483.38,4.07,VALIGA_49h3ui7bcx,429
25021,26.58,1295.62,3.52,VALIGA_49h3ui7bcx,429
25022,27.51,861.13,1.69,VALIGA_49h3ui7bcx,429
25023,24.95,724.68,4.72,VALIGA_49h3ui7bcx,429
25024,23.69,952.67,0.48,VALIGA_49h3ui7bcx,429
25025,31.24,1202.26,4.38,VALIGA_49h3ui7bcx,429
25026,25.28,710.8,5.53,VALIGA_49h3ui7bcx,429
25027,25.2,861.02,14.18,VALIGA_49h3ui7bcx,429
25028,16.86,837.14,6.22,VALIGA_49h3ui7bcx,429
25029,21.11,593.91,6.36,VALIGA_49h3ui7bcx,429
25030,32.78,1206.81,2.26,VALIGA_49h3ui7bcx,429
25031,24.32,638.83,2.16,VALIGA_49h3ui7bcx,429
25032,22.12,724.68,2.7,VALIGA_49h3ui7bcx,429
25033,53.28,4088.58,8.83,VALIGA_49h3ui7bcx,429
25034,16.91,954.49,7.09,VALIGA_49h3ui7bcx,429
25035,25.64,693.18,2.57,VALIGA_49h3ui7bcx,429
25036,14.97,397.53,0.34,VALIGA_49h3ui7bcx,429
25037,40.31,2194.16,5.06,VALIGA_49h3ui7bcx,429
25038,28.17,1241.38,4.68,VALIGA_49h3ui7bcx,429
25039,18.65,449.16,4.06,VALIGA_49h3ui7bcx,429
25040,24.55,1209.54,5.49,VALIGA_49h3ui7bcx,429
25041,17.65,540.24,8.75,VALIGA_49h3ui7bcx,429
25042,21.75,557.75,2.7,VALIGA_49h3ui7bcx,429
25043,24.51,705.12,7.58,VALIGA_49h3ui7bcx,429
25044,22.93,634.62,3.65,VALIGA_49h3ui7bcx,429
25045,9.66,233.56,6.82,VALIGA_49h3ui7bcx,429
25046,20.78,572.53,7.4,VALIGA_49h3ui7bcx,429
25047,20.91,650.31,7.69,VALIGA_49h3ui7bcx,429
25048,25.63,783.01,6.2,VALIGA_49h3ui7bcx,429
25049,17.19,493.73,5.33,VALIGA_49h3ui7bcx,429
25050,22.25,806.21,4.05,VALIGA_49h3ui7bcx,429
25051,22.66,880.35,6.22,VALIGA_49h3ui7bcx,429
25052,31.05,7069.16,1.69,VALIGA_49h3ui7bcx,429
25053,31.14,903.09,3.77,VALIGA_49h3ui7bcx,429
25054,28.53,980.75,5.33,VALIGA_49h3ui7bcx,429
25055,30.48,887.28,2.02,VALIGA_49h3ui7bcx,429
25056,19.66,762.43,6.41,VALIGA_49h3ui7bcx,429
25057,23.83,709.67,2.26,VALIGA_49h3ui7bcx,429
25058,25.64,762.54,2.38,VALIGA_49h3ui7bcx,429
25059,22.12,521.36,5.06,VALIGA_49h3ui7bcx,429
25060,15.51,420.05,10.32,VALIGA_49h3ui7bcx,429
25061,28.97,1593.54,3.63,VALIGA_49h3ui7bcx,429
25062,25.09,699.66,2.02,VALIGA_49h3ui7bcx,429
25063,23.69,677.03,7.42,VALIGA_49h3ui7bcx,429
25064,30.16,951.87,3.37,VALIGA_49h3ui7bcx,429
25065,24.95,812.23,3.58,VALIGA_49h3ui7bcx,429
25066,21.77,673.39,2.7,VALIGA_49h3ui7bcx,429
25067,18.32,540.58,3.84,VALIGA_49h3ui7bcx,429
25068,13.03,356.14,7.4,VALIGA_49h3ui7bcx,429
25069,22.02,589.48,4.77,VALIGA_49h3ui7bcx,429
25070,19.32,646.79,4.68,VALIGA_49h3ui7bcx,429
25071,28.65,933.79,2.13,VALIGA_49h3ui7bcx,429
25072,30.47,4132.58,1.22,VALIGA_49h3ui7bcx,429
25073,27.66,1188.62,3.47,VALIGA_49h3ui7bcx,429
25074,25.95,757.43,3.2,VALIGA_49h3ui7bcx,429
25075,33.07,983.71,3.11,VALIGA_49h3ui7bcx,429
25076,13.89,350.57,3.2,VALIGA_49h3ui7bcx,429
25077,20.91,664.41,3.44,VALIGA_49h3ui7bcx,429
25078,13.35,371.95,0.34,VALIGA_49h3ui7bcx,429
25079,27.86,914.12,10.12,VALIGA_49h3ui7bcx,429
25080,19.84,595.5,7.87,VALIGA_49h3ui7bcx,429
25081,19.85,493.28,2.57,VALIGA_49h3ui7bcx,429
25082,12.72,326.69,0.34,VALIGA_49h3ui7bcx,429
25083,25.68,830.09,2.02,VALIGA_49h3ui7bcx,429
25084,19.0,587.66,8.09,VALIGA_49h3ui7bcx,429
25085,27.01,927.2,6.49,VALIGA_49h3ui7bcx,429
25086,39.47,2217.02,2.38,VALIGA_49h3ui7bcx,429
25087,24.32,544.22,3.84,VALIGA_49h3ui7bcx,429
25088,20.54,935.95,2.36,VALIGA_49h3ui7bcx,429
25089,33.48,1656.31,2.7,VALIGA_49h3ui7bcx,429
25090,22.82,493.39,3.93,VALIGA_49h3ui7bcx,429
25091,29.93,1047.96,3.03,VALIGA_49h3ui7bcx,429
25092,21.59,872.16,9.17,VALIGA_49h3ui7bcx,429
25093,21.59,533.87,6.41,VALIGA_49h3ui7bcx,429
25094,11.48,193.42,0.34,VALIGA_jyu6l71ycd,80
25095,11.78,188.3,0.34,VALIGA_jyu6l71ycd,80
25096,50.55,6794.21,1.69,VALIGA_jyu6l71ycd,80
25097,30.71,1915.68,0.34,VALIGA_jyu6l71ycd,80
25098,15.41,597.55,5.76,VALIGA_jyu6l71ycd,80
25099,18.65,936.07,1.82,VALIGA_jyu6l71ycd,80
25100,37.86,2410.21,0.34,VALIGA_jyu6l71ycd,80
25101,45.64,6954.77,0.95,VALIGA_jyu6l71ycd,80
25102,29.95,893.08,1.07,VALIGA_jyu6l71ycd,80
25103,43.88,2914.06,0.34,VALIGA_jyu6l71ycd,80
25104,31.81,4293.03,0.95,VALIGA_jyu6l71ycd,80
25105,18.7,782.67,1.97,VALIGA_jyu6l71ycd,80
25106,35.75,4303.95,2.16,VALIGA_jyu6l71ycd,80
25107,27.29,2599.77,4.52,VALIGA_jyu6l71ycd,80
25108,51.03,2973.76,1.51,VALIGA_jyu6l71ycd,80
25109,19.08,1316.88,2.02,VALIGA_jyu6l71ycd,80
25110,48.0,3933.25,2.36,VALIGA_jyu6l71ycd,80
25111,9.96,333.4,0.34,VALIGA_jyu6l71ycd,80
25112,18.93,810.42,0.34,VALIGA_jyu6l71ycd,80
25113,29.56,2684.71,0.34,VALIGA_jyu6l71ycd,80
25114,25.77,1198.05,0.34,VALIGA_jyu6l71ycd,80
25115,40.61,3570.4,2.36,VALIGA_jyu6l71ycd,80
25116,46.27,7467.83,1.51,VALIGA_jyu6l71ycd,80
25117,26.71,3063.82,0.34,VALIGA_jyu6l71ycd,80
25118,30.82,3389.6,0.34,VALIGA_jyu6l71ycd,80
25119,48.64,4869.09,1.35,VALIGA_jyu6l71ycd,80
25120,23.23,1265.71,1.69,VALIGA_jyu6l71ycd,80
25121,25.34,1825.96,0.34,VALIGA_jyu6l71ycd,80
25122,26.23,5004.97,3.37,VALIGA_jyu6l71ycd,80
25123,36.47,2986.49,0.34,VALIGA_jyu6l71ycd,80
25124,38.39,1467.21,4.07,VALIGA_jyu6l71ycd,80
25125,22.94,840.32,2.05,VALIGA_jyu6l71ycd,80
25126,20.05,759.93,1.35,VALIGA_jyu6l71ycd,80
25127,23.26,1077.41,5.73,VALIGA_jyu6l71ycd,80
25128,12.4,263.13,3.82,VALIGA_jyu6l71ycd,80
25129,21.42,595.39,6.44,VALIGA_jyu6l71ycd,80
25130,24.88,2486.74,0.67,VALIGA_jyu6l71ycd,80
25131,24.73,1356.79,3.71,VALIGA_jyu6l71ycd,80
25132,14.79,859.77,3.82,VALIGA_jyu6l71ycd,80
25133,44.87,8134.86,1.35,VALIGA_jyu6l71ycd,80
25134,29.0,1387.61,2.13,VALIGA_jyu6l71ycd,80
25135,49.69,13193.84,5.01,VALIGA_jyu6l71ycd,80
25136,18.7,655.31,0.34,VALIGA_jyu6l71ycd,80
25137,11.45,219.58,5.01,VALIGA_jyu6l71ycd,80
25138,14.97,347.5,3.03,VALIGA_jyu6l71ycd,80
25139,58.76,5079.79,1.51,VALIGA_jyu6l71ycd,80
25140,25.75,771.98,5.14,VALIGA_jyu6l71ycd,80
25141,26.34,790.52,1.82,VALIGA_jyu6l71ycd,80
25142,18.99,888.53,1.69,VALIGA_jyu6l71ycd,80
25143,23.95,1179.29,4.29,VALIGA_jyu6l71ycd,80
25144,39.88,3342.75,1.51,VALIGA_jyu6l71ycd,80
25145,17.86,603.46,1.69,VALIGA_jyu6l71ycd,80
25146,22.12,1958.1,1.82,VALIGA_jyu6l71ycd,80
25147,23.23,938.91,2.88,VALIGA_jyu6l71ycd,80
25148,15.38,362.05,8.35,VALIGA_jyu6l71ycd,80
25149,20.23,1511.9,0.67,VALIGA_jyu6l71ycd,80
25150,20.23,378.54,0.34,VALIGA_jyu6l71ycd,80
25151,25.03,841.46,1.51,VALIGA_jyu6l71ycd,80
25152,39.93,3978.16,3.2,VALIGA_jyu6l71ycd,80
25153,12.54,417.66,8.49,VALIGA_jyu6l71ycd,80
25154,42.45,5899.31,1.01,VALIGA_jyu6l71ycd,80
25155,47.33,2310.83,5.14,VALIGA_jyu6l71ycd,80
25156,14.84,307.02,2.38,VALIGA_jyu6l71ycd,80
25157,48.64,4572.87,3.32,VALIGA_jyu6l71ycd,80
25158,15.73,437.1,3.95,VALIGA_jyu6l71ycd,80
25159,25.81,1686.33,2.7,VALIGA_jyu6l71ycd,80
25160,23.09,727.98,11.8,VALIGA_jyu6l71ycd,80
25161,27.68,1060.12,1.51,VALIGA_jyu6l71ycd,80
25162,59.35,8041.84,3.11,VALIGA_jyu6l71ycd,80
25163,37.09,2207.92,2.26,VALIGA_jyu6l71ycd,80
25164,25.34,857.38,2.13,VALIGA_jyu6l71ycd,80
25165,21.0,652.02,3.32,VALIGA_jyu6l71ycd,80
25166,47.93,5895.1,2.43,VALIGA_jyu6l71ycd,80
25167,10.32,274.27,19.65,VALIGA_jyu6l71ycd,80
25168,26.99,1423.77,1.01,VALIGA_jyu6l71ycd,80
25169,19.45,1078.77,3.77,VALIGA_jyu6l71ycd,80
25170,27.66,2768.97,4.44,VALIGA_jyu6l71ycd,80
25171,31.99,6631.03,1.22,VALIGA_jyu6l71ycd,80
25172,11.45,228.22,3.44,VALIGA_jyu6l71ycd,80
25173,18.21,413.22,2.02,VALIGA_jyu6l71ycd,80
25174,25.63,4003.18,1.35,VALIGA_jyu6l71ycd,80
25175,22.02,616.08,0.75,VALIGA_jyu6l71ycd,80
25176,18.16,725.47,3.47,VALIGA_jyu6l71ycd,80
25177,30.16,3649.09,2.13,VALIGA_jyu6l71ycd,80
25178,57.74,5999.14,1.22,VALIGA_jyu6l71ycd,80
25179,14.03,270.97,5.98,VALIGA_jyu6l71ycd,80
25180,64.16,10527.21,1.69,VALIGA_jyu6l71ycd,80
25181,26.34,1290.39,2.7,VALIGA_jyu6l71ycd,80
25182,9.66,242.2,2.02,VALIGA_jyu6l71ycd,80
25183,22.27,1205.45,3.34,VALIGA_jyu6l71ycd,80
25184,57.16,7160.36,2.02,VALIGA_jyu6l71ycd,80
25185,18.22,1815.96,0.34,VALIGA_jyu6l71ycd,80
25186,21.18,1036.81,4.27,VALIGA_jyu6l71ycd,80
25187,42.96,3995.45,2.38,VALIGA_jyu6l71ycd,80
25188,31.14,1696.79,0.75,VALIGA_jyu6l71ycd,80
25189,51.46,11441.22,1.72,VALIGA_jyu6l71ycd,80
25190,25.45,1083.55,2.13,VALIGA_jyu6l71ycd,80
25191,78.06,11607.46,1.82,VALIGA_jyu6l71ycd,80
25192,32.6,1886.8,0.34,VALIGA_jyu6l71ycd,80
25193,41.23,2316.17,1.43,VALIGA_jyu6l71ycd,80
25194,18.6,555.02,0.34,VALIGA_6isi5mmoep,59
25195,21.75,545.58,2.36,VALIGA_6isi5mmoep,59
25196,49.73,5350.08,0.67,VALIGA_6isi5mmoep,59
25197,31.61,1729.08,0.34,VALIGA_6isi5mmoep,59
25198,50.36,3692.64,2.36,VALIGA_6isi5mmoep,59
25199,36.32,1608.55,2.38,VALIGA_6isi5mmoep,59
25200,50.46,8566.16,0.34,VALIGA_6isi5mmoep,59
25201,17.29,529.66,0.34,VALIGA_6isi5mmoep,59
25202,22.27,593.23,0.34,VALIGA_6isi5mmoep,59
25203,42.53,1880.89,1.69,VALIGA_6isi5mmoep,59
25204,48.86,2426.81,0.34,VALIGA_6isi5mmoep,59
25205,61.39,8831.45,1.01,VALIGA_6isi5mmoep,59
25206,58.74,12313.83,1.69,VALIGA_6isi5mmoep,59
25207,27.77,1814.48,0.95,VALIGA_6isi5mmoep,59
25208,27.65,788.58,1.82,VALIGA_6isi5mmoep,59
25209,39.93,1704.98,0.34,VALIGA_6isi5mmoep,59
25210,29.57,1941.15,2.72,VALIGA_6isi5mmoep,59
25211,32.15,2324.02,3.82,VALIGA_6isi5mmoep,59
25212,26.3,621.09,1.22,VALIGA_6isi5mmoep,59
25213,42.75,2216.79,0.34,VALIGA_6isi5mmoep,59
25214,31.02,918.55,1.72,VALIGA_6isi5mmoep,59
25215,25.66,1380.22,3.2,VALIGA_6isi5mmoep,59
25216,40.4,2028.6,1.51,VALIGA_6isi5mmoep,59
25217,50.2,4438.81,1.39,VALIGA_6isi5mmoep,59
25218,20.12,484.41,0.34,VALIGA_6isi5mmoep,59
25219,30.38,1254.46,0.34,VALIGA_6isi5mmoep,59
25220,21.11,605.74,2.38,VALIGA_6isi5mmoep,59
25221,31.81,1103.11,2.13,VALIGA_6isi5mmoep,59
25222,36.56,1190.78,2.63,VALIGA_6isi5mmoep,59
25223,24.55,1048.98,1.69,VALIGA_6isi5mmoep,59
25224,42.08,2035.76,2.02,VALIGA_6isi5mmoep,59
25225,53.32,7808.62,0.34,VALIGA_6isi5mmoep,59
25226,59.12,6642.97,1.01,VALIGA_6isi5mmoep,59
25227,53.11,6669.58,0.34,VALIGA_6isi5mmoep,59
25228,22.89,617.79,0.34,VALIGA_6isi5mmoep,59
25229,22.25,676.81,0.34,VALIGA_6isi5mmoep,59
25230,41.01,2073.63,1.51,VALIGA_6isi5mmoep,59
25231,33.37,1476.3,1.97,VALIGA_6isi5mmoep,59
25232,36.9,2155.95,2.38,VALIGA_6isi5mmoep,59
25233,30.31,2127.3,2.36,VALIGA_6isi5mmoep,59
25234,15.08,340.68,1.69,VALIGA_6isi5mmoep,59
25235,31.61,982.46,1.51,VALIGA_6isi5mmoep,59
25236,46.76,2446.03,2.36,VALIGA_6isi5mmoep,59
25237,9.96,212.07,0.34,VALIGA_6isi5mmoep,59
25238,19.0,686.7,1.97,VALIGA_6isi5mmoep,59
25239,45.09,2701.31,2.38,VALIGA_6isi5mmoep,59
25240,27.39,750.04,3.71,VALIGA_6isi5mmoep,59
25241,40.47,1940.24,1.69,VALIGA_6isi5mmoep,59
25242,35.08,1453.11,5.97,VALIGA_6isi5mmoep,59
25243,53.13,2631.26,2.38,VALIGA_6isi5mmoep,59
25244,33.05,2103.53,0.34,VALIGA_6isi5mmoep,59
25245,41.32,2221.68,0.34,VALIGA_6isi5mmoep,59
25246,35.85,1607.41,2.16,VALIGA_6isi5mmoep,59
25247,16.86,472.24,0.34,VALIGA_6isi5mmoep,59
25248,28.58,1127.67,1.69,VALIGA_6isi5mmoep,59
25249,44.56,6085.79,0.34,VALIGA_6isi5mmoep,59
25250,21.43,570.83,0.34,VALIGA_6isi5mmoep,59
25251,35.95,1374.42,0.34,VALIGA_6isi5mmoep,59
25252,47.05,4450.97,1.07,VALIGA_6isi5mmoep,59
25253,35.21,1376.58,1.69,VALIGA_6isi5mmoep,59
25254,20.51,730.48,3.93,VALIGA_6isi5mmoep,59
25255,29.03,802.68,2.43,VALIGA_6isi5mmoep,59
25256,44.21,3729.93,1.69,VALIGA_6isi5mmoep,59
25257,28.16,859.2,2.45,VALIGA_6isi5mmoep,59
25258,26.3,680.44,0.34,VALIGA_6isi5mmoep,59
25259,16.59,358.42,0.34,VALIGA_6isi5mmoep,59
25260,33.86,1441.28,1.69,VALIGA_6isi5mmoep,59
25261,13.56,218.78,2.26,VALIGA_6isi5mmoep,59
25262,48.86,2981.15,0.34,VALIGA_6isi5mmoep,59
25263,26.86,663.16,0.34,VALIGA_6isi5mmoep,59
25264,26.85,1325.41,1.51,VALIGA_6isi5mmoep,59
25265,28.61,783.58,0.34,VALIGA_6isi5mmoep,59
25266,31.35,904.68,2.38,VALIGA_6isi5mmoep,59
25267,28.05,1180.2,2.26,VALIGA_6isi5mmoep,59
25268,27.19,847.71,1.82,VALIGA_6isi5mmoep,59
25269,40.43,2018.02,0.34,VALIGA_6isi5mmoep,59
25270,44.72,3204.93,0.34,VALIGA_6isi5mmoep,59
25271,30.94,1309.15,0.34,VALIGA_6isi5mmoep,59
25272,40.47,1833.13,0.34,VALIGA_6isi5mmoep,59
25273,39.26,2492.99,0.34,VALIGA_6isi5mmoep,59
25274,25.39,776.76,1.07,VALIGA_6isi5mmoep,59
25275,25.81,1974.13,0.95,VALIGA_6isi5mmoep,59
25276,28.83,1346.67,1.69,VALIGA_6isi5mmoep,59
25277,20.39,837.14,1.97,VALIGA_6isi5mmoep,59
25278,31.47,1719.19,0.34,VALIGA_6isi5mmoep,59
25279,39.79,2173.01,2.02,VALIGA_6isi5mmoep,59
25280,24.45,582.2,2.43,VALIGA_6isi5mmoep,59
25281,40.74,2362.34,0.34,VALIGA_6isi5mmoep,59
25282,42.83,2158.8,1.69,VALIGA_6isi5mmoep,59
25283,25.32,1086.73,0.34,VALIGA_6isi5mmoep,59
25284,16.19,442.11,0.34,VALIGA_6isi5mmoep,59
25285,53.04,3675.01,2.26,VALIGA_6isi5mmoep,59
25286,32.55,1293.8,9.0,VALIGA_6isi5mmoep,59
25287,47.9,4243.79,1.69,VALIGA_6isi5mmoep,59
25288,30.2,920.03,3.32,VALIGA_6isi5mmoep,59
25289,35.07,1737.73,1.97,VALIGA_6isi5mmoep,59
25290,60.28,14297.4,2.02,VALIGA_6isi5mmoep,59
25291,39.47,1876.34,2.36,VALIGA_6isi5mmoep,59
25292,27.51,1506.55,2.02,VALIGA_6isi5mmoep,59
25293,51.12,2954.2,1.69,VALIGA_6isi5mmoep,59
25294,18.35,369.22,0.34,VALIGA_dv2re8zsdv,354
25295,35.41,3664.1,1.69,VALIGA_dv2re8zsdv,354
25296,29.26,3690.36,0.34,VALIGA_dv2re8zsdv,354
25297,40.06,19132.6,2.7,VALIGA_dv2re8zsdv,354
25298,35.29,3735.96,9.78,VALIGA_dv2re8zsdv,354
25299,33.37,4268.01,8.75,VALIGA_dv2re8zsdv,354
25300,25.91,1228.3,3.03,VALIGA_dv2re8zsdv,354
25301,41.86,9203.05,4.38,VALIGA_dv2re8zsdv,354
25302,39.14,2327.09,7.45,VALIGA_dv2re8zsdv,354
25303,30.35,2630.47,21.61,VALIGA_dv2re8zsdv,354
25304,36.15,2945.67,7.61,VALIGA_dv2re8zsdv,354
25305,43.61,14710.06,6.15,VALIGA_dv2re8zsdv,354
25306,25.77,2077.38,0.34,VALIGA_dv2re8zsdv,354
25307,39.83,4824.63,7.45,VALIGA_dv2re8zsdv,354
25308,33.48,2571.56,3.93,VALIGA_dv2re8zsdv,354
25309,10.47,546.15,3.93,VALIGA_dv2re8zsdv,354
25310,24.32,1191.12,18.99,VALIGA_dv2re8zsdv,354
25311,47.25,5850.86,9.11,VALIGA_dv2re8zsdv,354
25312,39.57,1717.03,5.97,VALIGA_dv2re8zsdv,354
25313,19.17,940.84,0.34,VALIGA_dv2re8zsdv,354
25314,31.67,1236.6,15.77,VALIGA_dv2re8zsdv,354
25315,12.67,294.17,25.03,VALIGA_dv2re8zsdv,354
25316,35.21,1810.16,3.11,VALIGA_dv2re8zsdv,354
25317,18.52,318.96,20.05,VALIGA_dv2re8zsdv,354
25318,13.09,303.04,4.7,VALIGA_dv2re8zsdv,354
25319,21.72,3655.57,4.98,VALIGA_dv2re8zsdv,354
25320,43.88,2527.79,2.36,VALIGA_dv2re8zsdv,354
25321,19.09,746.28,4.32,VALIGA_dv2re8zsdv,354
25322,35.9,1441.17,4.38,VALIGA_dv2re8zsdv,354
25323,27.68,2049.63,2.36,VALIGA_dv2re8zsdv,354
25324,12.4,350.57,4.7,VALIGA_dv2re8zsdv,354
25325,39.21,2597.95,9.11,VALIGA_dv2re8zsdv,354
25326,38.08,2756.46,13.97,VALIGA_dv2re8zsdv,354
25327,19.08,2233.62,14.91,VALIGA_dv2re8zsdv,354
25328,8.79,211.27,9.08,VALIGA_dv2re8zsdv,354
25329,33.83,1618.22,3.37,VALIGA_dv2re8zsdv,354
25330,37.97,3166.73,2.38,VALIGA_dv2re8zsdv,354
25331,13.28,515.22,2.16,VALIGA_dv2re8zsdv,354
25332,40.54,4428.8,0.67,VALIGA_dv2re8zsdv,354
25333,24.73,2543.14,0.75,VALIGA_dv2re8zsdv,354
25334,13.9,377.29,35.41,VALIGA_dv2re8zsdv,354
25335,18.7,1451.74,29.65,VALIGA_dv2re8zsdv,354
25336,49.47,5628.67,13.97,VALIGA_dv2re8zsdv,354
25337,8.77,407.31,0.34,VALIGA_dv2re8zsdv,354
25338,44.92,3242.68,22.42,VALIGA_dv2re8zsdv,354
25339,32.85,2449.44,2.05,VALIGA_dv2re8zsdv,354
25340,14.29,430.39,0.34,VALIGA_dv2re8zsdv,354
25341,13.39,439.61,0.34,VALIGA_dv2re8zsdv,354
25342,10.56,268.24,0.34,VALIGA_dv2re8zsdv,354
25343,19.64,1709.41,4.38,VALIGA_dv2re8zsdv,354
25344,15.69,433.24,6.65,VALIGA_dv2re8zsdv,354
25345,10.53,387.53,43.17,VALIGA_dv2re8zsdv,354
25346,13.28,199.9,13.94,VALIGA_dv2re8zsdv,354
25347,24.07,928.33,8.85,VALIGA_dv2re8zsdv,354
25348,9.59,234.58,36.78,VALIGA_dv2re8zsdv,354
25349,15.51,693.18,2.78,VALIGA_dv2re8zsdv,354
25350,19.56,336.58,34.73,VALIGA_dv2re8zsdv,354
25351,49.47,4416.97,0.67,VALIGA_dv2re8zsdv,354
25352,29.0,1367.71,0.34,VALIGA_dv2re8zsdv,354
25353,44.67,3297.27,0.34,VALIGA_dv2re8zsdv,354
25354,38.92,1973.11,1.72,VALIGA_dv2re8zsdv,354
25355,21.51,1057.17,0.75,VALIGA_dv2re8zsdv,354
25356,28.76,1814.37,1.35,VALIGA_dv2re8zsdv,354
25357,20.91,494.53,1.69,VALIGA_dv2re8zsdv,354
25358,37.7,2812.52,1.22,VALIGA_dv2re8zsdv,354
25359,26.19,1761.38,1.22,VALIGA_dv2re8zsdv,354
25360,20.02,1090.14,0.75,VALIGA_dv2re8zsdv,354
25361,35.59,1868.95,1.51,VALIGA_dv2re8zsdv,354
25362,33.5,2110.47,1.22,VALIGA_dv2re8zsdv,354
25363,23.84,772.44,2.43,VALIGA_dv2re8zsdv,354
25364,20.29,796.88,2.05,VALIGA_dv2re8zsdv,354
25365,36.05,1709.3,1.69,VALIGA_dv2re8zsdv,354
25366,31.46,2456.26,1.07,VALIGA_dv2re8zsdv,354
25367,22.18,770.05,3.39,VALIGA_dv2re8zsdv,354
25368,26.23,1006.79,1.97,VALIGA_dv2re8zsdv,354
25369,26.24,1085.03,2.36,VALIGA_dv2re8zsdv,354
25370,34.26,1655.06,1.97,VALIGA_dv2re8zsdv,354
25371,34.69,1500.64,1.82,VALIGA_dv2re8zsdv,354
25372,34.39,1125.28,1.35,VALIGA_dv2re8zsdv,354
25373,20.12,551.04,0.34,VALIGA_dv2re8zsdv,354
25374,31.12,895.47,2.02,VALIGA_dv2re8zsdv,354
25375,36.47,4423.46,1.22,VALIGA_dv2re8zsdv,354
25376,35.95,1885.32,1.22,VALIGA_dv2re8zsdv,354
25377,26.19,790.63,1.69,VALIGA_dv2re8zsdv,354
25378,38.7,1472.1,1.69,VALIGA_dv2re8zsdv,354
25379,38.04,1746.25,2.05,VALIGA_dv2re8zsdv,354
25380,33.18,1787.19,1.07,VALIGA_dv2re8zsdv,354
25381,22.67,1021.01,1.07,VALIGA_dv2re8zsdv,354
25382,32.58,1369.19,1.91,VALIGA_dv2re8zsdv,354
25383,29.87,3151.38,1.07,VALIGA_dv2re8zsdv,354
25384,16.86,604.94,0.34,VALIGA_dv2re8zsdv,354
25385,22.75,943.12,1.39,VALIGA_dv2re8zsdv,354
25386,23.23,806.66,1.51,VALIGA_dv2re8zsdv,354
25387,29.56,2164.59,1.07,VALIGA_dv2re8zsdv,354
25388,29.8,1394.32,2.57,VALIGA_dv2re8zsdv,354
25389,27.11,1281.52,1.39,VALIGA_dv2re8zsdv,354
25390,30.71,1026.01,1.35,VALIGA_dv2re8zsdv,354
25391,51.62,2951.59,1.22,VALIGA_dv2re8zsdv,354
25392,18.22,649.63,1.91,VALIGA_dv2re8zsdv,354
25393,35.9,1750.57,1.97,VALIGA_dv2re8zsdv,354
25394,55.22,5228.07,0.34,VALIGA_oqv79bqrji,127
25395,24.95,817.58,0.34,VALIGA_oqv79bqrji,127
25396,40.47,3259.29,0.34,VALIGA_oqv79bqrji,127
25397,56.27,6407.82,0.34,VALIGA_oqv79bqrji,127
25398,37.15,1938.88,0.34,VALIGA_oqv79bqrji,127
25399,35.85,1815.62,2.63,VALIGA_oqv79bqrji,127
25400,35.21,1854.51,0.67,VALIGA_oqv79bqrji,127
25401,46.2,4402.76,3.02,VALIGA_oqv79bqrji,127
25402,31.03,2285.7,0.34,VALIGA_oqv79bqrji,127
25403,35.59,2329.59,2.63,VALIGA_oqv79bqrji,127
25404,51.26,8770.95,0.34,VALIGA_oqv79bqrji,127
25405,31.14,1716.69,4.77,VALIGA_oqv79bqrji,127
25406,34.68,1862.47,3.02,VALIGA_oqv79bqrji,127
25407,25.2,1084.34,3.63,VALIGA_oqv79bqrji,127
25408,32.41,1577.73,2.7,VALIGA_oqv79bqrji,127
25409,54.6,9247.63,0.34,VALIGA_oqv79bqrji,127
